Model,MDO34,
Firmware Version,CF:91.1CT FV:v1.6.0,
,,
Waveform Type,ANALOG,ANALOG
Point Format,Y,Y
Horizontal Units,"s","s"
Horizontal Scale,4,4
Horizontal Delay,0,0
Sample Interval,0.004,0.004
Record Length,10000,10000
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1X,1X
Vertical Units,"V","V"
Vertical Offset,46.5,52
Vertical Scale,0.1,0.2
Vertical Position,1.86,2.08
,,
,,
,,
Label,"",""
TIME,CH1,CH2
-9.548,0.322,-0.528
-9.544,0.322,-0.536
-9.54,0.322,-0.536
-9.536,0.322,-0.536
-9.532,0.322,-0.544
-9.528,0.322,-0.552
-9.524,0.322,-0.552
-9.52,0.322,-0.552
-9.516,0.322,-0.56
-9.512,0.322,-0.56
-9.508,0.322,-0.56
-9.504,0.322,-0.568
-9.5,0.322,-0.568
-9.496,0.322,-0.568
-9.492,0.322,-0.576
-9.488,0.322,-0.568
-9.484,0.322,-0.576
-9.48,0.322,-0.576
-9.476,0.322,-0.576
-9.472,0.322,-0.576
-9.468,0.322,-0.576
-9.464,0.322,-0.5840001
-9.46,0.322,-0.576
-9.456,0.322,-0.576
-9.452,0.322,-0.576
-9.448,0.322,-0.576
-9.444,0.322,-0.5840001
-9.44,0.322,-0.5840001
-9.436,0.322,-0.576
-9.432,0.322,-0.576
-9.428,0.322,-0.576
-9.424,0.322,-0.568
-9.42,0.322,-0.576
-9.416,0.322,-0.568
-9.412,0.322,-0.568
-9.408,0.322,-0.568
-9.404,0.322,-0.56
-9.4,0.322,-0.56
-9.396,0.322,-0.552
-9.392,0.322,-0.552
-9.388,0.322,-0.552
-9.384,0.322,-0.544
-9.38,0.322,-0.544
-9.376,0.322,-0.544
-9.372,0.322,-0.536
-9.368,0.322,-0.536
-9.364,0.322,-0.528
-9.36,0.322,-0.528
-9.356,0.322,-0.528
-9.352,0.322,-0.52
-9.348,0.322,-0.52
-9.344,0.322,-0.512
-9.34,0.322,-0.512
-9.336,0.322,-0.504
-9.332,0.322,-0.496
-9.328,0.322,-0.496
-9.324,0.322,-0.488
-9.32,0.322,-0.488
-9.316,0.322,-0.48
-9.312,0.322,-0.48
-9.308,0.322,-0.48
-9.304,0.322,-0.472
-9.3,0.322,-0.464
-9.296,0.322,-0.464
-9.292,0.322,-0.456
-9.288,0.322,-0.456
-9.284,0.322,-0.448
-9.28,0.322,-0.432
-9.276,0.322,-0.432
-9.272,0.322,-0.432
-9.268,0.322,-0.424
-9.264,0.322,-0.416
-9.26,0.322,-0.408
-9.256,0.322,-0.408
-9.252,0.322,-0.4
-9.248,0.322,-0.4
-9.244,0.322,-0.392
-9.24,0.322,-0.384
-9.236,0.322,-0.376
-9.232,0.322,-0.368
-9.228,0.322,-0.368
-9.224,0.322,-0.36
-9.22,0.322,-0.352
-9.216,0.322,-0.344
-9.212,0.322,-0.328
-9.208,0.322,-0.32
-9.204,0.322,-0.32
-9.2,0.322,-0.312
-9.196,0.322,-0.296
-9.192,0.318,-0.296
-9.188,0.31,-0.288
-9.184,0.302,-0.272
-9.18,0.294,-0.272
-9.176,0.286,-0.256
-9.172,0.274,-0.248
-9.168,0.266,-0.24
-9.164,0.258,-0.232
-9.16,0.25,-0.232
-9.156,0.238,-0.216
-9.152,0.234,-0.216
-9.148,0.218,-0.208
-9.144,0.214,-0.192
-9.14,0.202,-0.176
-9.136,0.194,-0.176
-9.132,0.186,-0.168
-9.128,0.174,-0.16
-9.124,0.166,-0.16
-9.12,0.154,-0.152
-9.116,0.146,-0.136
-9.112,0.138,-0.136
-9.108,0.126,-0.12
-9.104,0.114,-0.12
-9.1,0.106,-0.112
-9.096,0.094,-0.112
-9.092,0.086,-0.096
-9.088,0.078,-0.08800001
-9.084,0.07,-0.08000001
-9.08,0.062,-0.072
-9.076,0.05,-0.064
-9.072,0.038,-0.056
-9.068,0.03,-0.048
-9.064,0.022,-0.048
-9.06,0.01,-0.04
-9.056,-0.002,-0.032
-9.052,-0.01,-0.024
-9.048,-0.018,-0.024
-9.044,-0.03,-0.016
-9.04,-0.042,-0.016
-9.036,-0.046,0
-9.032,-0.058,0
-9.028,-0.07,0.008
-9.024,-0.078,0.008
-9.02,-0.086,0.016
-9.016,-0.094,0.024
-9.012,-0.102,0.024
-9.008,-0.114,0.04
-9.004,-0.122,0.048
-9,-0.134,0.048
-8.996,-0.142,0.048
-8.992,-0.15,0.056
-8.988,-0.158,0.064
-8.984,-0.162,0.064
-8.98,-0.174,0.072
-8.976,-0.182,0.072
-8.972,-0.186,0.08000001
-8.968,-0.194,0.08000001
-8.964,-0.198,0.08800001
-8.96,-0.206,0.08800001
-8.956,-0.214,0.096
-8.952,-0.222,0.096
-8.948,-0.226,0.096
-8.944,-0.23,0.104
-8.94,-0.234,0.096
-8.936,-0.242,0.104
-8.932,-0.25,0.112
-8.928,-0.258,0.112
-8.924,-0.258,0.112
-8.92,-0.262,0.12
-8.916,-0.27,0.12
-8.912,-0.274,0.12
-8.908,-0.274,0.112
-8.904,-0.282,0.128
-8.9,-0.286,0.12
-8.896,-0.29,0.12
-8.892,-0.29,0.12
-8.888,-0.29,0.128
-8.884,-0.298,0.128
-8.88,-0.302,0.128
-8.876,-0.306,0.136
-8.872,-0.306,0.12
-8.868,-0.306,0.12
-8.864,-0.31,0.12
-8.86,-0.31,0.12
-8.856,-0.31,0.12
-8.852,-0.31,0.12
-8.848,-0.314,0.12
-8.844,-0.314,0.112
-8.84,-0.314,0.12
-8.836,-0.31,0.112
-8.832,-0.314,0.112
-8.828,-0.31,0.112
-8.824,-0.314,0.104
-8.82,-0.31,0.104
-8.816,-0.31,0.104
-8.812,-0.31,0.104
-8.808,-0.306,0.096
-8.804,-0.302,0.096
-8.8,-0.302,0.096
-8.796,-0.294,0.096
-8.792,-0.294,0.08800001
-8.788,-0.294,0.096
-8.784,-0.29,0.08800001
-8.78,-0.286,0.08800001
-8.776,-0.282,0.08000001
-8.772,-0.274,0.072
-8.768,-0.27,0.072
-8.764,-0.266,0.072
-8.76,-0.262,0.064
-8.756,-0.262,0.064
-8.752,-0.254,0.056
-8.748,-0.246,0.056
-8.744,-0.242,0.056
-8.74,-0.234,0.048
-8.736,-0.226,0.04
-8.732,-0.222,0.04
-8.728,-0.214,0.04
-8.724,-0.21,0.024
-8.72,-0.202,0.024
-8.716,-0.194,0.016
-8.712,-0.19,0.008
-8.708,-0.182,0.008
-8.704,-0.178,0
-8.7,-0.166,-0.008
-8.696,-0.162,-0.008
-8.692,-0.154,-0.008
-8.688,-0.142,-0.016
-8.684,-0.138,-0.016
-8.68,-0.126,-0.024
-8.676,-0.114,-0.04
-8.672,-0.11,-0.048
-8.668,-0.102,-0.056
-8.664,-0.094,-0.048
-8.66,-0.082,-0.048
-8.656,-0.074,-0.056
-8.652,-0.058,-0.072
-8.648,-0.058,-0.072
-8.644,-0.046,-0.072
-8.64,-0.034,-0.08000001
-8.636,-0.026,-0.08800001
-8.632,-0.014,-0.08800001
-8.628,-0.006,-0.104
-8.624,0.006,-0.104
-8.62,0.018,-0.112
-8.616,0.022,-0.12
-8.612,0.034,-0.128
-8.608,0.05,-0.136
-8.604,0.054,-0.144
-8.6,0.066,-0.152
-8.596,0.07,-0.152
-8.592,0.082,-0.16
-8.588,0.094,-0.16
-8.584,0.11,-0.176
-8.58,0.114,-0.176
-8.576,0.126,-0.184
-8.572,0.134,-0.192
-8.568,0.146,-0.2
-8.564,0.158,-0.2
-8.56,0.166,-0.208
-8.556,0.178,-0.216
-8.552,0.186,-0.232
-8.548,0.194,-0.232
-8.544,0.206,-0.24
-8.54,0.214,-0.24
-8.536,0.226,-0.256
-8.532,0.23,-0.256
-8.528,0.242,-0.264
-8.524,0.25,-0.272
-8.52,0.262,-0.28
-8.516,0.27,-0.28
-8.512,0.282,-0.296
-8.508,0.286,-0.296
-8.504,0.294,-0.296
-8.5,0.302,-0.304
-8.496,0.314,-0.312
-8.492,0.322,-0.312
-8.488,0.322,-0.328
-8.484,0.322,-0.328
-8.48,0.322,-0.336
-8.476,0.322,-0.344
-8.472,0.322,-0.344
-8.468,0.322,-0.352
-8.464,0.322,-0.36
-8.46,0.322,-0.36
-8.456,0.322,-0.368
-8.452,0.322,-0.368
-8.448,0.322,-0.376
-8.444,0.322,-0.376
-8.44,0.322,-0.384
-8.436,0.322,-0.384
-8.432,0.322,-0.392
-8.428,0.322,-0.392
-8.424,0.322,-0.392
-8.42,0.322,-0.4
-8.416,0.322,-0.408
-8.412,0.322,-0.408
-8.408,0.322,-0.416
-8.404,0.322,-0.416
-8.4,0.322,-0.416
-8.396,0.322,-0.416
-8.392,0.322,-0.416
-8.388,0.322,-0.424
-8.384,0.322,-0.424
-8.38,0.322,-0.424
-8.376,0.322,-0.432
-8.372,0.322,-0.424
-8.368,0.322,-0.432
-8.364,0.322,-0.432
-8.36,0.322,-0.432
-8.356,0.322,-0.44
-8.352,0.322,-0.432
-8.348,0.322,-0.44
-8.344,0.322,-0.44
-8.34,0.322,-0.44
-8.336,0.322,-0.448
-8.332,0.322,-0.448
-8.328,0.322,-0.44
-8.324,0.322,-0.44
-8.32,0.322,-0.44
-8.316,0.322,-0.456
-8.312,0.322,-0.448
-8.308,0.322,-0.456
-8.304,0.322,-0.456
-8.3,0.322,-0.456
-8.296,0.322,-0.456
-8.292,0.322,-0.464
-8.288,0.322,-0.448
-8.284,0.322,-0.464
-8.28,0.322,-0.456
-8.276,0.322,-0.456
-8.272,0.322,-0.464
-8.268,0.322,-0.456
-8.264,0.322,-0.456
-8.26,0.322,-0.456
-8.256,0.322,-0.448
-8.252,0.322,-0.448
-8.248,0.322,-0.448
-8.244,0.322,-0.448
-8.24,0.322,-0.448
-8.236,0.322,-0.448
-8.232,0.322,-0.44
-8.228,0.322,-0.448
-8.224,0.322,-0.44
-8.22,0.322,-0.44
-8.216,0.322,-0.432
-8.212,0.322,-0.432
-8.208,0.322,-0.432
-8.204,0.322,-0.424
-8.2,0.322,-0.424
-8.196,0.322,-0.424
-8.192,0.322,-0.416
-8.188,0.322,-0.416
-8.184,0.322,-0.408
-8.18,0.322,-0.408
-8.176,0.322,-0.4
-8.172,0.322,-0.392
-8.168,0.322,-0.392
-8.164,0.322,-0.376
-8.16,0.322,-0.376
-8.156,0.322,-0.376
-8.152,0.322,-0.368
-8.148,0.322,-0.368
-8.144,0.318,-0.36
-8.14,0.31,-0.344
-8.136,0.306,-0.344
-8.132,0.29,-0.336
-8.128,0.29,-0.336
-8.124,0.278,-0.32
-8.12,0.27,-0.312
-8.116,0.262,-0.312
-8.112,0.25,-0.312
-8.108,0.242,-0.304
-8.104,0.23,-0.296
-8.1,0.222,-0.28
-8.096,0.21,-0.28
-8.092,0.202,-0.272
-8.088,0.198,-0.272
-8.084,0.186,-0.256
-8.08,0.174,-0.256
-8.076,0.162,-0.248
-8.072,0.158,-0.24
-8.068,0.146,-0.232
-8.064,0.134,-0.232
-8.06,0.126,-0.232
-8.056,0.114,-0.216
-8.052,0.11,-0.208
-8.048,0.094,-0.2
-8.044,0.086,-0.192
-8.04,0.074,-0.192
-8.036,0.062,-0.176
-8.032,0.054,-0.176
-8.028,0.05,-0.168
-8.024,0.034,-0.16
-8.02,0.022,-0.152
-8.016,0.014,-0.144
-8.012,0.006,-0.144
-8.008,-0.006,-0.128
-8.004,-0.018,-0.12
-8,-0.026,-0.12
-7.996,-0.038,-0.112
-7.992,-0.046,-0.104
-7.988,-0.058,-0.096
-7.984,-0.066,-0.08800001
-7.98,-0.078,-0.072
-7.976,-0.086,-0.072
-7.972,-0.09,-0.072
-7.968,-0.102,-0.048
-7.964,-0.114,-0.048
-7.96,-0.13,-0.04
-7.956,-0.134,-0.032
-7.952,-0.15,-0.024
-7.948,-0.15,-0.024
-7.944,-0.158,-0.016
-7.94,-0.166,-0.008
-7.936,-0.178,0
-7.932,-0.186,0.016
-7.928,-0.19,0.016
-7.924,-0.194,0.016
-7.92,-0.202,0.024
-7.916,-0.214,0.032
-7.912,-0.218,0.04
-7.908,-0.226,0.048
-7.904,-0.234,0.048
-7.9,-0.242,0.056
-7.896,-0.246,0.064
-7.892,-0.25,0.064
-7.888,-0.258,0.08000001
-7.884,-0.266,0.08000001
-7.88,-0.27,0.08800001
-7.876,-0.274,0.08000001
-7.872,-0.282,0.096
-7.868,-0.286,0.096
-7.864,-0.29,0.096
-7.86,-0.298,0.104
-7.856,-0.302,0.112
-7.852,-0.306,0.112
-7.848,-0.31,0.12
-7.844,-0.31,0.128
-7.84,-0.318,0.128
-7.836,-0.318,0.136
-7.832,-0.322,0.144
-7.828,-0.322,0.144
-7.824,-0.33,0.152
-7.82,-0.33,0.144
-7.816,-0.334,0.16
-7.812,-0.33,0.16
-7.808,-0.338,0.168
-7.804,-0.334,0.168
-7.8,-0.338,0.16
-7.796,-0.338,0.176
-7.792,-0.338,0.168
-7.788,-0.338,0.176
-7.784,-0.342,0.184
-7.78,-0.342,0.184
-7.776,-0.338,0.184
-7.772,-0.334,0.192
-7.768,-0.338,0.192
-7.764,-0.334,0.184
-7.76,-0.334,0.192
-7.756,-0.334,0.2
-7.752,-0.326,0.2
-7.748,-0.326,0.2
-7.744,-0.326,0.208
-7.74,-0.322,0.2
-7.736,-0.322,0.192
-7.732,-0.318,0.2
-7.728,-0.314,0.2
-7.724,-0.31,0.2
-7.72,-0.306,0.192
-7.716,-0.302,0.192
-7.712,-0.302,0.208
-7.708,-0.294,0.2
-7.704,-0.29,0.2
-7.7,-0.286,0.192
-7.696,-0.278,0.192
-7.692,-0.274,0.192
-7.688,-0.27,0.184
-7.684,-0.258,0.192
-7.68,-0.258,0.184
-7.676,-0.25,0.184
-7.672,-0.246,0.184
-7.668,-0.238,0.184
-7.664,-0.23,0.176
-7.66,-0.222,0.176
-7.656,-0.214,0.176
-7.652,-0.206,0.176
-7.648,-0.198,0.176
-7.644,-0.198,0.168
-7.64,-0.19,0.16
-7.636,-0.186,0.168
-7.632,-0.178,0.168
-7.628,-0.17,0.168
-7.624,-0.162,0.16
-7.62,-0.15,0.152
-7.616,-0.146,0.16
-7.612,-0.138,0.16
-7.608,-0.126,0.152
-7.604,-0.118,0.144
-7.6,-0.11,0.144
-7.596,-0.102,0.136
-7.592,-0.094,0.128
-7.588,-0.086,0.128
-7.584,-0.078,0.128
-7.58,-0.066,0.12
-7.576,-0.058,0.112
-7.572,-0.05,0.104
-7.568,-0.038,0.096
-7.564,-0.03,0.096
-7.56,-0.022,0.08800001
-7.556,-0.01,0.08800001
-7.552,0.002,0.08000001
-7.548,0.006,0.072
-7.544,0.014,0.064
-7.54,0.026,0.056
-7.536,0.038,0.056
-7.532,0.046,0.048
-7.528,0.054,0.048
-7.524,0.066,0.04
-7.52,0.074,0.024
-7.516,0.078,0.016
-7.512,0.09,0.008
-7.508,0.098,0.008
-7.504,0.11,-0.008
-7.5,0.118,-0.008
-7.496,0.126,-0.016
-7.492,0.134,-0.032
-7.488,0.142,-0.032
-7.484,0.15,-0.04
-7.48,0.166,-0.056
-7.476,0.17,-0.056
-7.472,0.182,-0.072
-7.468,0.19,-0.072
-7.464,0.194,-0.08800001
-7.46,0.202,-0.08800001
-7.456,0.214,-0.104
-7.452,0.218,-0.104
-7.448,0.226,-0.12
-7.444,0.238,-0.12
-7.44,0.246,-0.12
-7.436,0.254,-0.144
-7.432,0.258,-0.136
-7.428,0.266,-0.144
-7.424,0.274,-0.16
-7.42,0.278,-0.168
-7.416,0.286,-0.176
-7.412,0.29,-0.176
-7.408,0.298,-0.192
-7.404,0.306,-0.2
-7.4,0.31,-0.208
-7.396,0.314,-0.208
-7.392,0.322,-0.224
-7.388,0.322,-0.224
-7.384,0.322,-0.24
-7.38,0.322,-0.24
-7.376,0.322,-0.24
-7.372,0.322,-0.256
-7.368,0.322,-0.256
-7.364,0.322,-0.272
-7.36,0.322,-0.272
-7.356,0.322,-0.28
-7.352,0.322,-0.296
-7.348,0.322,-0.296
-7.344,0.322,-0.304
-7.34,0.322,-0.312
-7.336,0.322,-0.312
-7.332,0.322,-0.32
-7.328,0.322,-0.328
-7.324,0.322,-0.328
-7.32,0.322,-0.344
-7.316,0.322,-0.344
-7.312,0.322,-0.352
-7.308,0.322,-0.36
-7.304,0.322,-0.368
-7.3,0.322,-0.368
-7.296,0.322,-0.376
-7.292,0.322,-0.376
-7.288,0.322,-0.384
-7.284,0.322,-0.392
-7.28,0.322,-0.4
-7.276,0.322,-0.408
-7.272,0.322,-0.408
-7.268,0.322,-0.416
-7.264,0.322,-0.416
-7.26,0.322,-0.416
-7.256,0.322,-0.424
-7.252,0.322,-0.432
-7.248,0.322,-0.432
-7.244,0.322,-0.432
-7.24,0.322,-0.44
-7.236,0.322,-0.448
-7.232,0.322,-0.448
-7.228,0.322,-0.44
-7.224,0.322,-0.448
-7.22,0.322,-0.448
-7.216,0.322,-0.456
-7.212,0.322,-0.464
-7.208,0.322,-0.464
-7.204,0.322,-0.464
-7.2,0.322,-0.464
-7.196,0.322,-0.472
-7.192,0.322,-0.472
-7.188,0.322,-0.472
-7.184,0.322,-0.48
-7.18,0.322,-0.472
-7.176,0.322,-0.472
-7.172,0.322,-0.472
-7.168,0.322,-0.48
-7.164,0.322,-0.472
-7.16,0.322,-0.472
-7.156,0.322,-0.472
-7.152,0.322,-0.472
-7.148,0.322,-0.472
-7.144,0.322,-0.464
-7.14,0.322,-0.472
-7.136,0.322,-0.464
-7.132,0.322,-0.464
-7.128,0.322,-0.456
-7.124,0.322,-0.448
-7.12,0.322,-0.456
-7.116,0.318,-0.448
-7.112,0.314,-0.448
-7.108,0.31,-0.44
-7.104,0.306,-0.44
-7.1,0.298,-0.44
-7.096,0.29,-0.432
-7.092,0.286,-0.432
-7.088,0.278,-0.424
-7.084,0.274,-0.424
-7.08,0.266,-0.424
-7.076,0.262,-0.416
-7.072,0.254,-0.416
-7.068,0.246,-0.408
-7.064,0.238,-0.408
-7.06,0.234,-0.4
-7.056,0.226,-0.392
-7.052,0.218,-0.392
-7.048,0.214,-0.384
-7.044,0.202,-0.376
-7.04,0.194,-0.368
-7.036,0.19,-0.368
-7.032,0.182,-0.36
-7.028,0.174,-0.36
-7.024,0.166,-0.344
-7.02,0.158,-0.344
-7.016,0.15,-0.336
-7.012,0.142,-0.328
-7.008,0.142,-0.32
-7.004,0.126,-0.312
-7,0.122,-0.296
-6.996,0.11,-0.296
-6.992,0.106,-0.296
-6.988,0.098,-0.28
-6.984,0.086,-0.28
-6.98,0.082,-0.264
-6.976,0.07,-0.256
-6.972,0.066,-0.248
-6.968,0.058,-0.24
-6.964,0.05,-0.224
-6.96,0.046,-0.224
-6.956,0.034,-0.216
-6.952,0.026,-0.2
-6.948,0.018,-0.2
-6.944,0.01,-0.192
-6.94,0.002,-0.184
-6.936,-0.006,-0.168
-6.932,-0.014,-0.16
-6.928,-0.018,-0.16
-6.924,-0.026,-0.144
-6.92,-0.034,-0.144
-6.916,-0.046,-0.136
-6.912,-0.05,-0.12
-6.908,-0.058,-0.112
-6.904,-0.066,-0.104
-6.9,-0.074,-0.08800001
-6.896,-0.082,-0.08800001
-6.892,-0.09,-0.072
-6.888,-0.098,-0.064
-6.884,-0.102,-0.056
-6.88,-0.11,-0.048
-6.876,-0.114,-0.04
-6.872,-0.122,-0.04
-6.868,-0.13,-0.016
-6.864,-0.134,-0.008
-6.86,-0.142,-0.008
-6.856,-0.146,0
-6.852,-0.154,0.016
-6.848,-0.162,0.024
-6.844,-0.17,0.032
-6.84,-0.174,0.048
-6.836,-0.178,0.056
-6.832,-0.182,0.056
-6.828,-0.186,0.064
-6.824,-0.19,0.072
-6.82,-0.194,0.08800001
-6.816,-0.198,0.096
-6.812,-0.206,0.096
-6.808,-0.206,0.104
-6.804,-0.214,0.104
-6.8,-0.214,0.12
-6.796,-0.222,0.12
-6.792,-0.222,0.136
-6.788,-0.226,0.144
-6.784,-0.23,0.144
-6.78,-0.234,0.152
-6.776,-0.238,0.16
-6.772,-0.242,0.168
-6.768,-0.242,0.176
-6.764,-0.246,0.184
-6.76,-0.25,0.184
-6.756,-0.246,0.192
-6.752,-0.254,0.2
-6.748,-0.254,0.208
-6.744,-0.258,0.208
-6.74,-0.258,0.216
-6.736,-0.262,0.224
-6.732,-0.258,0.232
-6.728,-0.258,0.24
-6.724,-0.266,0.248
-6.72,-0.262,0.248
-6.716,-0.266,0.256
-6.712,-0.262,0.256
-6.708,-0.266,0.264
-6.704,-0.262,0.272
-6.7,-0.262,0.272
-6.696,-0.266,0.272
-6.692,-0.262,0.288
-6.688,-0.262,0.288
-6.684,-0.262,0.288
-6.68,-0.262,0.288
-6.676,-0.262,0.296
-6.672,-0.258,0.296
-6.668,-0.258,0.304
-6.664,-0.258,0.304
-6.66,-0.254,0.304
-6.656,-0.25,0.312
-6.652,-0.25,0.304
-6.648,-0.246,0.304
-6.644,-0.242,0.312
-6.64,-0.238,0.312
-6.636,-0.242,0.312
-6.632,-0.234,0.312
-6.628,-0.23,0.312
-6.624,-0.226,0.312
-6.62,-0.222,0.312
-6.616,-0.218,0.32
-6.612,-0.218,0.312
-6.608,-0.21,0.32
-6.604,-0.214,0.32
-6.6,-0.202,0.32
-6.596,-0.202,0.328
-6.592,-0.198,0.32
-6.588,-0.194,0.328
-6.584,-0.186,0.32
-6.58,-0.186,0.32
-6.576,-0.186,0.312
-6.572,-0.178,0.32
-6.568,-0.174,0.312
-6.564,-0.17,0.312
-6.56,-0.162,0.304
-6.556,-0.154,0.296
-6.552,-0.154,0.296
-6.548,-0.146,0.296
-6.544,-0.142,0.288
-6.54,-0.138,0.28
-6.536,-0.13,0.28
-6.532,-0.126,0.272
-6.528,-0.114,0.272
-6.524,-0.114,0.264
-6.52,-0.106,0.256
-6.516,-0.098,0.256
-6.512,-0.094,0.248
-6.508,-0.09,0.24
-6.504,-0.086,0.232
-6.5,-0.074,0.224
-6.496,-0.07,0.224
-6.492,-0.062,0.216
-6.488,-0.058,0.208
-6.484,-0.054,0.2
-6.48,-0.046,0.192
-6.476,-0.042,0.184
-6.472,-0.03,0.176
-6.468,-0.022,0.176
-6.464,-0.014,0.16
-6.46,-0.014,0.16
-6.456,-0.006,0.152
-6.452,0.002,0.136
-6.448,0.01,0.136
-6.444,0.014,0.12
-6.44,0.022,0.12
-6.436,0.026,0.104
-6.432,0.034,0.096
-6.428,0.042,0.096
-6.424,0.05,0.08800001
-6.42,0.058,0.08000001
-6.416,0.058,0.064
-6.412,0.066,0.056
-6.408,0.07,0.048
-6.404,0.078,0.04
-6.4,0.086,0.032
-6.396,0.09,0.016
-6.392,0.098,0.016
-6.388,0.098,0
-6.384,0.11,-0.008
-6.38,0.114,-0.016
-6.376,0.122,-0.032
-6.372,0.13,-0.032
-6.368,0.13,-0.04
-6.364,0.138,-0.056
-6.36,0.142,-0.064
-6.356,0.15,-0.08000001
-6.352,0.158,-0.08000001
-6.348,0.158,-0.104
-6.344,0.166,-0.104
-6.34,0.17,-0.112
-6.336,0.178,-0.12
-6.332,0.182,-0.128
-6.328,0.186,-0.144
-6.324,0.194,-0.152
-6.32,0.198,-0.16
-6.316,0.198,-0.168
-6.312,0.21,-0.176
-6.308,0.21,-0.184
-6.304,0.218,-0.192
-6.3,0.218,-0.2
-6.296,0.222,-0.208
-6.292,0.234,-0.216
-6.288,0.23,-0.232
-6.284,0.234,-0.24
-6.28,0.242,-0.248
-6.276,0.246,-0.256
-6.272,0.25,-0.264
-6.268,0.258,-0.272
-6.264,0.258,-0.28
-6.26,0.262,-0.296
-6.256,0.262,-0.304
-6.252,0.266,-0.312
-6.248,0.274,-0.32
-6.244,0.27,-0.336
-6.24,0.274,-0.344
-6.236,0.278,-0.352
-6.232,0.282,-0.352
-6.228,0.286,-0.368
-6.224,0.286,-0.368
-6.22,0.286,-0.376
-6.216,0.29,-0.384
-6.212,0.294,-0.4
-6.208,0.294,-0.4
-6.204,0.298,-0.408
-6.2,0.298,-0.408
-6.196,0.298,-0.416
-6.192,0.302,-0.424
-6.188,0.302,-0.424
-6.184,0.302,-0.432
-6.18,0.306,-0.44
-6.176,0.306,-0.44
-6.172,0.306,-0.448
-6.168,0.31,-0.448
-6.164,0.31,-0.456
-6.16,0.31,-0.464
-6.156,0.306,-0.472
-6.152,0.31,-0.464
-6.148,0.31,-0.472
-6.144,0.31,-0.472
-6.14,0.31,-0.48
-6.136,0.31,-0.48
-6.132,0.306,-0.48
-6.128,0.31,-0.488
-6.124,0.31,-0.48
-6.12,0.306,-0.488
-6.116,0.306,-0.488
-6.112,0.306,-0.488
-6.108,0.302,-0.488
-6.104,0.306,-0.496
-6.1,0.306,-0.488
-6.096,0.302,-0.488
-6.092,0.306,-0.48
-6.088,0.302,-0.488
-6.084,0.298,-0.488
-6.08,0.298,-0.48
-6.076,0.294,-0.48
-6.072,0.294,-0.48
-6.068,0.294,-0.48
-6.064,0.29,-0.48
-6.06,0.286,-0.48
-6.056,0.286,-0.48
-6.052,0.282,-0.472
-6.048,0.282,-0.472
-6.044,0.274,-0.464
-6.04,0.274,-0.464
-6.036,0.274,-0.464
-6.032,0.274,-0.456
-6.028,0.266,-0.456
-6.024,0.266,-0.456
-6.02,0.262,-0.448
-6.016,0.254,-0.448
-6.012,0.254,-0.44
-6.008,0.25,-0.44
-6.004,0.246,-0.432
-6,0.242,-0.44
-5.996,0.238,-0.424
-5.992,0.238,-0.424
-5.988,0.234,-0.416
-5.984,0.222,-0.416
-5.98,0.226,-0.408
-5.976,0.218,-0.4
-5.972,0.214,-0.392
-5.968,0.214,-0.392
-5.964,0.21,-0.384
-5.96,0.202,-0.368
-5.956,0.198,-0.368
-5.952,0.194,-0.368
-5.948,0.194,-0.352
-5.944,0.186,-0.344
-5.94,0.182,-0.328
-5.936,0.178,-0.328
-5.932,0.17,-0.32
-5.928,0.166,-0.312
-5.924,0.162,-0.312
-5.92,0.154,-0.288
-5.916,0.154,-0.288
-5.912,0.146,-0.28
-5.908,0.142,-0.264
-5.904,0.134,-0.264
-5.9,0.13,-0.248
-5.896,0.122,-0.24
-5.892,0.118,-0.232
-5.888,0.114,-0.224
-5.884,0.11,-0.208
-5.88,0.102,-0.208
-5.876,0.094,-0.192
-5.872,0.094,-0.184
-5.868,0.086,-0.176
-5.864,0.082,-0.168
-5.86,0.078,-0.16
-5.856,0.074,-0.152
-5.852,0.07,-0.144
-5.848,0.062,-0.136
-5.844,0.058,-0.12
-5.84,0.05,-0.112
-5.836,0.046,-0.104
-5.832,0.042,-0.08800001
-5.828,0.034,-0.08000001
-5.824,0.03,-0.08000001
-5.82,0.022,-0.064
-5.816,0.014,-0.056
-5.812,0.01,-0.048
-5.808,0.006,-0.032
-5.804,0.002,-0.032
-5.8,-0.006,-0.016
-5.796,-0.01,-0.008
-5.792,-0.014,0.008
-5.788,-0.022,0.008
-5.784,-0.03,0.024
-5.78,-0.03,0.032
-5.776,-0.038,0.04
-5.772,-0.042,0.056
-5.768,-0.05,0.064
-5.764,-0.054,0.072
-5.76,-0.058,0.08800001
-5.756,-0.062,0.096
-5.752,-0.07,0.104
-5.748,-0.074,0.112
-5.744,-0.082,0.112
-5.74,-0.082,0.12
-5.736,-0.09,0.136
-5.732,-0.094,0.144
-5.728,-0.098,0.152
-5.724,-0.106,0.16
-5.72,-0.11,0.168
-5.716,-0.114,0.176
-5.712,-0.122,0.192
-5.708,-0.122,0.2
-5.704,-0.126,0.208
-5.7,-0.13,0.216
-5.696,-0.138,0.216
-5.692,-0.138,0.232
-5.688,-0.15,0.232
-5.684,-0.15,0.24
-5.68,-0.154,0.248
-5.676,-0.162,0.256
-5.672,-0.162,0.264
-5.668,-0.166,0.264
-5.664,-0.17,0.272
-5.66,-0.17,0.272
-5.656,-0.174,0.28
-5.652,-0.182,0.288
