Model,MDO34,
Firmware Version,CF:91.1CT FV:v1.6.0,
,,
Waveform Type,ANALOG,ANALOG
Point Format,Y,Y
Horizontal Units,"s","s"
Horizontal Scale,4,4
Horizontal Delay,0,0
Sample Interval,0.004,0.004
Record Length,10000,10000
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1X,1X
Vertical Units,"V","V"
Vertical Offset,46.5,52
Vertical Scale,0.1,0.2
Vertical Position,1.86,2.08
,,
,,
,,
Label,"",""
TIME,CH1,CH2
-9.72,0.206,-0.256
-9.716,0.206,-0.256
-9.712,0.214,-0.272
-9.708,0.222,-0.272
-9.704,0.222,-0.272
-9.7,0.234,-0.28
-9.696,0.238,-0.28
-9.692,0.242,-0.288
-9.688,0.246,-0.288
-9.684,0.254,-0.304
-9.68,0.262,-0.304
-9.676,0.266,-0.312
-9.672,0.27,-0.32
-9.668,0.278,-0.312
-9.664,0.282,-0.32
-9.66,0.286,-0.328
-9.656,0.298,-0.336
-9.652,0.298,-0.336
-9.648,0.302,-0.344
-9.644,0.306,-0.344
-9.64,0.318,-0.352
-9.636,0.318,-0.36
-9.632,0.322,-0.36
-9.628,0.322,-0.368
-9.624,0.322,-0.368
-9.62,0.322,-0.376
-9.616,0.322,-0.384
-9.612,0.322,-0.384
-9.608,0.322,-0.392
-9.604,0.322,-0.392
-9.6,0.322,-0.392
-9.596,0.322,-0.4
-9.592,0.322,-0.4
-9.588,0.322,-0.408
-9.584,0.322,-0.408
-9.58,0.322,-0.416
-9.576,0.322,-0.408
-9.572,0.322,-0.416
-9.568,0.322,-0.416
-9.564,0.322,-0.424
-9.56,0.322,-0.424
-9.556,0.322,-0.424
-9.552,0.322,-0.424
-9.548,0.322,-0.424
-9.544,0.322,-0.432
-9.54,0.322,-0.432
-9.536,0.322,-0.432
-9.532,0.322,-0.432
-9.528,0.322,-0.432
-9.524,0.322,-0.44
-9.52,0.322,-0.44
-9.516,0.322,-0.44
-9.512,0.322,-0.432
-9.508,0.322,-0.44
-9.504,0.322,-0.424
-9.5,0.322,-0.44
-9.496,0.322,-0.44
-9.492,0.322,-0.44
-9.488,0.322,-0.44
-9.484,0.322,-0.44
-9.48,0.322,-0.448
-9.476,0.322,-0.44
-9.472,0.322,-0.44
-9.468,0.322,-0.44
-9.464,0.322,-0.44
-9.46,0.322,-0.44
-9.456,0.322,-0.44
-9.452,0.322,-0.44
-9.448,0.322,-0.44
-9.444,0.322,-0.44
-9.44,0.322,-0.44
-9.436,0.322,-0.44
-9.432,0.322,-0.432
-9.428,0.322,-0.432
-9.424,0.322,-0.432
-9.42,0.322,-0.432
-9.416,0.322,-0.432
-9.412,0.322,-0.424
-9.408,0.322,-0.424
-9.404,0.322,-0.424
-9.4,0.322,-0.416
-9.396,0.322,-0.416
-9.392,0.322,-0.416
-9.388,0.322,-0.408
-9.384,0.322,-0.416
-9.38,0.322,-0.408
-9.376,0.322,-0.4
-9.372,0.322,-0.4
-9.368,0.322,-0.4
-9.364,0.322,-0.392
-9.36,0.322,-0.384
-9.356,0.322,-0.392
-9.352,0.322,-0.384
-9.348,0.322,-0.376
-9.344,0.322,-0.376
-9.34,0.322,-0.368
-9.336,0.322,-0.36
-9.332,0.322,-0.36
-9.328,0.322,-0.36
-9.324,0.322,-0.352
-9.32,0.322,-0.344
-9.316,0.314,-0.344
-9.312,0.31,-0.328
-9.308,0.306,-0.336
-9.304,0.302,-0.328
-9.3,0.298,-0.312
-9.296,0.29,-0.312
-9.292,0.286,-0.304
-9.288,0.282,-0.304
-9.284,0.274,-0.296
-9.28,0.27,-0.296
-9.276,0.262,-0.288
-9.272,0.258,-0.28
-9.268,0.254,-0.272
-9.264,0.246,-0.272
-9.26,0.238,-0.264
-9.256,0.234,-0.256
-9.252,0.23,-0.248
-9.248,0.222,-0.24
-9.244,0.21,-0.232
-9.24,0.206,-0.224
-9.236,0.202,-0.216
-9.232,0.198,-0.208
-9.228,0.19,-0.208
-9.224,0.182,-0.2
-9.22,0.178,-0.184
-9.216,0.17,-0.184
-9.212,0.162,-0.176
-9.208,0.154,-0.176
-9.204,0.154,-0.168
-9.2,0.138,-0.16
-9.196,0.138,-0.152
-9.192,0.126,-0.136
-9.188,0.118,-0.128
-9.184,0.114,-0.128
-9.18,0.106,-0.128
-9.176,0.098,-0.12
-9.172,0.094,-0.104
-9.168,0.086,-0.104
-9.164,0.078,-0.104
-9.16,0.07,-0.096
-9.156,0.066,-0.08800001
-9.152,0.062,-0.08000001
-9.148,0.054,-0.064
-9.144,0.046,-0.064
-9.14,0.042,-0.056
-9.136,0.034,-0.048
-9.132,0.03,-0.048
-9.128,0.022,-0.032
-9.124,0.014,-0.032
-9.12,0.01,-0.024
-9.116,0.002,-0.024
-9.112,-0.002,-0.016
-9.108,-0.01,-0.016
-9.104,-0.018,-0.008
-9.1,-0.026,0
-9.096,-0.03,0.008
-9.092,-0.034,0.008
-9.088,-0.042,0.024
-9.084,-0.05,0.024
-9.08,-0.058,0.024
-9.076,-0.062,0.032
-9.072,-0.066,0.04
-9.068,-0.074,0.04
-9.064,-0.078,0.048
-9.06,-0.078,0.048
-9.056,-0.086,0.064
-9.052,-0.09,0.064
-9.048,-0.098,0.064
-9.044,-0.102,0.064
-9.04,-0.106,0.08000001
-9.036,-0.114,0.08000001
-9.032,-0.114,0.08000001
-9.028,-0.122,0.08800001
-9.024,-0.126,0.08800001
-9.02,-0.13,0.08800001
-9.016,-0.134,0.096
-9.012,-0.142,0.096
-9.008,-0.142,0.096
-9.004,-0.146,0.104
-9,-0.15,0.104
-8.996,-0.154,0.104
-8.992,-0.154,0.104
-8.988,-0.158,0.112
-8.984,-0.162,0.112
-8.98,-0.166,0.12
-8.976,-0.166,0.12
-8.972,-0.17,0.128
-8.968,-0.17,0.12
-8.964,-0.17,0.128
-8.96,-0.174,0.128
-8.956,-0.178,0.136
-8.952,-0.178,0.136
-8.948,-0.182,0.128
-8.944,-0.182,0.128
-8.94,-0.182,0.136
-8.936,-0.182,0.128
-8.932,-0.182,0.128
-8.928,-0.186,0.128
-8.924,-0.182,0.128
-8.92,-0.186,0.128
-8.916,-0.186,0.128
-8.912,-0.186,0.128
-8.908,-0.182,0.128
-8.904,-0.186,0.128
-8.9,-0.182,0.128
-8.896,-0.186,0.128
-8.892,-0.178,0.128
-8.888,-0.178,0.128
-8.884,-0.182,0.128
-8.88,-0.174,0.12
-8.876,-0.174,0.12
-8.872,-0.174,0.112
-8.868,-0.174,0.12
-8.864,-0.17,0.112
-8.86,-0.166,0.112
-8.856,-0.162,0.112
-8.852,-0.158,0.112
-8.848,-0.162,0.104
-8.844,-0.158,0.104
-8.84,-0.158,0.096
-8.836,-0.15,0.104
-8.832,-0.15,0.096
-8.828,-0.142,0.096
-8.824,-0.138,0.096
-8.82,-0.134,0.08800001
-8.816,-0.134,0.08800001
-8.812,-0.126,0.08800001
-8.808,-0.126,0.08000001
-8.804,-0.118,0.08000001
-8.8,-0.114,0.08000001
-8.796,-0.11,0.064
-8.792,-0.106,0.064
-8.788,-0.102,0.064
-8.784,-0.098,0.056
-8.78,-0.09,0.056
-8.776,-0.086,0.048
-8.772,-0.078,0.04
-8.768,-0.074,0.032
-8.764,-0.07,0.032
-8.76,-0.066,0.032
-8.756,-0.062,0.016
-8.752,-0.058,0.008
-8.748,-0.05,0.008
-8.744,-0.042,0
-8.74,-0.038,0
-8.736,-0.03,-0.008
-8.732,-0.026,-0.008
-8.728,-0.018,-0.008
-8.724,-0.014,-0.016
-8.72,-0.006,-0.024
-8.716,0.002,-0.024
-8.712,0.006,-0.032
-8.708,0.014,-0.032
-8.704,0.014,-0.04
-8.7,0.026,-0.04
-8.696,0.034,-0.048
-8.692,0.042,-0.056
-8.688,0.046,-0.064
-8.684,0.054,-0.064
-8.68,0.058,-0.072
-8.676,0.066,-0.072
-8.672,0.07,-0.08000001
-8.668,0.074,-0.08800001
-8.664,0.082,-0.096
-8.66,0.094,-0.104
-8.656,0.102,-0.104
-8.652,0.106,-0.12
-8.648,0.11,-0.112
-8.644,0.118,-0.12
-8.64,0.126,-0.128
-8.636,0.13,-0.136
-8.632,0.142,-0.144
-8.628,0.146,-0.144
-8.624,0.15,-0.16
-8.62,0.162,-0.16
-8.616,0.166,-0.168
-8.612,0.17,-0.168
-8.608,0.178,-0.184
-8.604,0.186,-0.192
-8.6,0.19,-0.192
-8.596,0.198,-0.192
-8.592,0.206,-0.2
-8.588,0.21,-0.208
-8.584,0.218,-0.216
-8.58,0.222,-0.224
-8.576,0.23,-0.224
-8.572,0.234,-0.224
-8.568,0.242,-0.24
-8.564,0.246,-0.24
-8.56,0.25,-0.248
-8.556,0.258,-0.248
-8.552,0.262,-0.248
-8.548,0.266,-0.264
-8.544,0.27,-0.264
-8.54,0.278,-0.264
-8.536,0.286,-0.28
-8.532,0.29,-0.28
-8.528,0.294,-0.288
-8.524,0.298,-0.296
-8.52,0.302,-0.288
-8.516,0.31,-0.296
-8.512,0.31,-0.304
-8.508,0.314,-0.304
-8.504,0.318,-0.312
-8.5,0.322,-0.312
-8.496,0.322,-0.32
-8.492,0.322,-0.312
-8.488,0.322,-0.328
-8.484,0.322,-0.328
-8.48,0.322,-0.336
-8.476,0.322,-0.344
-8.472,0.322,-0.336
-8.468,0.322,-0.344
-8.464,0.322,-0.344
-8.46,0.322,-0.344
-8.456,0.322,-0.352
-8.452,0.322,-0.36
-8.448,0.322,-0.352
-8.444,0.322,-0.36
-8.44,0.322,-0.368
-8.436,0.322,-0.368
-8.432,0.322,-0.368
-8.428,0.322,-0.376
-8.424,0.322,-0.376
-8.42,0.322,-0.384
-8.416,0.322,-0.376
-8.412,0.322,-0.384
-8.408,0.322,-0.376
-8.404,0.322,-0.384
-8.4,0.322,-0.384
-8.396,0.322,-0.384
-8.392,0.322,-0.384
-8.388,0.322,-0.4
-8.384,0.322,-0.392
-8.38,0.322,-0.4
-8.376,0.322,-0.392
-8.372,0.322,-0.392
-8.368,0.322,-0.392
-8.364,0.322,-0.4
-8.36,0.322,-0.384
-8.356,0.322,-0.392
-8.352,0.322,-0.392
-8.348,0.322,-0.392
-8.344,0.322,-0.392
-8.34,0.322,-0.392
-8.336,0.322,-0.384
-8.332,0.322,-0.392
-8.328,0.322,-0.384
-8.324,0.322,-0.392
-8.32,0.322,-0.384
-8.316,0.322,-0.392
-8.312,0.322,-0.384
-8.308,0.322,-0.384
-8.304,0.322,-0.384
-8.3,0.322,-0.376
-8.296,0.322,-0.384
-8.292,0.322,-0.368
-8.288,0.322,-0.376
-8.284,0.322,-0.368
-8.28,0.322,-0.368
-8.276,0.322,-0.368
-8.272,0.322,-0.352
-8.268,0.322,-0.36
-8.264,0.322,-0.352
-8.26,0.318,-0.352
-8.256,0.314,-0.336
-8.252,0.31,-0.336
-8.248,0.306,-0.336
-8.244,0.298,-0.328
-8.24,0.294,-0.32
-8.236,0.29,-0.32
-8.232,0.286,-0.312
-8.228,0.278,-0.312
-8.224,0.274,-0.304
-8.22,0.27,-0.304
-8.216,0.266,-0.288
-8.212,0.262,-0.288
-8.208,0.254,-0.28
-8.204,0.246,-0.28
-8.2,0.242,-0.272
-8.196,0.238,-0.264
-8.192,0.23,-0.256
-8.188,0.222,-0.256
-8.184,0.222,-0.248
-8.18,0.214,-0.24
-8.176,0.206,-0.24
-8.172,0.202,-0.232
-8.168,0.194,-0.232
-8.164,0.186,-0.224
-8.16,0.182,-0.208
-8.156,0.178,-0.208
-8.152,0.17,-0.2
-8.148,0.166,-0.2
-8.144,0.154,-0.192
-8.14,0.15,-0.184
-8.136,0.138,-0.184
-8.132,0.134,-0.168
-8.128,0.13,-0.168
-8.124,0.126,-0.168
-8.12,0.114,-0.168
-8.116,0.11,-0.152
-8.112,0.102,-0.144
-8.108,0.098,-0.144
-8.104,0.09,-0.136
-8.1,0.082,-0.128
-8.096,0.074,-0.112
-8.092,0.066,-0.112
-8.088,0.062,-0.104
-8.084,0.054,-0.096
-8.08,0.05,-0.096
-8.076,0.042,-0.08800001
-8.072,0.038,-0.08000001
-8.068,0.026,-0.08000001
-8.064,0.018,-0.064
-8.06,0.014,-0.056
-8.056,0.006,-0.056
-8.052,0.002,-0.04
-8.048,-0.006,-0.048
-8.044,-0.014,-0.032
-8.04,-0.022,-0.024
-8.036,-0.026,-0.016
-8.032,-0.034,-0.016
-8.028,-0.042,-0.008
-8.024,-0.05,0
-8.02,-0.054,0.008
-8.016,-0.058,0.016
-8.012,-0.062,0.032
-8.008,-0.07,0.024
-8.004,-0.074,0.032
-8,-0.086,0.04
-7.996,-0.09,0.048
-7.992,-0.098,0.048
-7.988,-0.098,0.056
-7.984,-0.11,0.064
-7.98,-0.11,0.064
-7.976,-0.118,0.072
-7.972,-0.122,0.072
-7.968,-0.126,0.08000001
-7.964,-0.134,0.08000001
-7.96,-0.134,0.08800001
-7.956,-0.142,0.08800001
-7.952,-0.146,0.08800001
-7.948,-0.154,0.096
-7.944,-0.158,0.104
-7.94,-0.162,0.096
-7.936,-0.166,0.104
-7.932,-0.17,0.104
-7.928,-0.17,0.12
-7.924,-0.178,0.112
-7.92,-0.182,0.12
-7.916,-0.186,0.128
-7.912,-0.186,0.128
-7.908,-0.186,0.136
-7.904,-0.19,0.136
-7.9,-0.194,0.144
-7.896,-0.198,0.144
-7.892,-0.198,0.152
-7.888,-0.202,0.152
-7.884,-0.202,0.152
-7.88,-0.202,0.152
-7.876,-0.206,0.16
-7.872,-0.206,0.168
-7.868,-0.21,0.168
-7.864,-0.214,0.168
-7.86,-0.214,0.176
-7.856,-0.214,0.168
-7.852,-0.214,0.184
-7.848,-0.214,0.176
-7.844,-0.214,0.176
-7.84,-0.214,0.184
-7.836,-0.218,0.184
-7.832,-0.214,0.184
-7.828,-0.218,0.184
-7.824,-0.214,0.176
-7.82,-0.218,0.184
-7.816,-0.214,0.184
-7.812,-0.214,0.184
-7.808,-0.21,0.184
-7.804,-0.214,0.184
-7.8,-0.214,0.184
-7.796,-0.21,0.184
-7.792,-0.206,0.176
-7.788,-0.206,0.176
-7.784,-0.202,0.184
-7.78,-0.202,0.176
-7.776,-0.202,0.168
-7.772,-0.198,0.168
-7.768,-0.198,0.176
-7.764,-0.19,0.168
-7.76,-0.19,0.16
-7.756,-0.186,0.168
-7.752,-0.186,0.16
-7.748,-0.182,0.168
-7.744,-0.178,0.16
-7.74,-0.178,0.152
-7.736,-0.174,0.16
-7.732,-0.17,0.152
-7.728,-0.166,0.144
-7.724,-0.158,0.152
-7.72,-0.162,0.144
-7.716,-0.15,0.144
-7.712,-0.15,0.136
-7.708,-0.142,0.144
-7.704,-0.138,0.136
-7.7,-0.134,0.136
-7.696,-0.126,0.128
-7.692,-0.122,0.128
-7.688,-0.118,0.12
-7.684,-0.114,0.12
-7.68,-0.11,0.12
-7.676,-0.106,0.12
-7.672,-0.098,0.112
-7.668,-0.09,0.104
-7.664,-0.086,0.104
-7.66,-0.078,0.104
-7.656,-0.074,0.096
-7.652,-0.074,0.096
-7.648,-0.062,0.08800001
-7.644,-0.062,0.08800001
-7.64,-0.05,0.08800001
-7.636,-0.042,0.08000001
-7.632,-0.038,0.072
-7.628,-0.034,0.072
-7.624,-0.026,0.064
-7.62,-0.018,0.056
-7.616,-0.014,0.056
-7.612,-0.006,0.056
-7.608,-0.002,0.04
-7.604,0.006,0.032
-7.6,0.014,0.032
-7.596,0.022,0.024
-7.592,0.026,0.024
-7.588,0.034,0.008
-7.584,0.038,0
-7.58,0.046,0
-7.576,0.05,-0.008
-7.572,0.062,-0.008
-7.568,0.066,-0.016
-7.564,0.07,-0.024
-7.56,0.078,-0.024
-7.556,0.082,-0.04
-7.552,0.09,-0.04
-7.548,0.094,-0.048
-7.544,0.102,-0.056
-7.54,0.11,-0.064
-7.536,0.118,-0.072
-7.532,0.122,-0.072
-7.528,0.13,-0.08800001
-7.524,0.134,-0.08800001
-7.52,0.142,-0.096
-7.516,0.146,-0.104
-7.512,0.154,-0.112
-7.508,0.162,-0.12
-7.504,0.166,-0.128
-7.5,0.174,-0.128
-7.496,0.174,-0.144
-7.492,0.186,-0.144
-7.488,0.194,-0.152
-7.484,0.198,-0.16
-7.48,0.198,-0.16
-7.476,0.206,-0.168
-7.472,0.21,-0.168
-7.468,0.218,-0.176
-7.464,0.222,-0.184
-7.46,0.23,-0.192
-7.456,0.234,-0.192
-7.452,0.238,-0.2
-7.448,0.246,-0.208
-7.444,0.246,-0.208
-7.44,0.254,-0.216
-7.436,0.258,-0.224
-7.432,0.258,-0.232
-7.428,0.262,-0.232
-7.424,0.27,-0.24
-7.42,0.274,-0.248
-7.416,0.278,-0.248
-7.412,0.286,-0.256
-7.408,0.286,-0.264
-7.404,0.29,-0.264
-7.4,0.294,-0.28
-7.396,0.298,-0.28
-7.392,0.302,-0.288
-7.388,0.302,-0.288
-7.384,0.306,-0.296
-7.38,0.31,-0.296
-7.376,0.31,-0.304
-7.372,0.314,-0.304
-7.368,0.314,-0.312
-7.364,0.318,-0.32
-7.36,0.322,-0.32
-7.356,0.322,-0.32
-7.352,0.322,-0.336
-7.348,0.322,-0.328
-7.344,0.322,-0.336
-7.34,0.322,-0.336
-7.336,0.322,-0.344
-7.332,0.322,-0.344
-7.328,0.322,-0.352
-7.324,0.322,-0.344
-7.32,0.322,-0.352
-7.316,0.322,-0.352
-7.312,0.322,-0.36
-7.308,0.322,-0.36
-7.304,0.322,-0.36
-7.3,0.322,-0.368
-7.296,0.322,-0.368
-7.292,0.322,-0.368
-7.288,0.322,-0.368
-7.284,0.322,-0.376
-7.28,0.322,-0.376
-7.276,0.322,-0.376
-7.272,0.322,-0.384
-7.268,0.322,-0.376
-7.264,0.322,-0.384
-7.26,0.322,-0.376
-7.256,0.322,-0.376
-7.252,0.322,-0.368
-7.248,0.322,-0.376
-7.244,0.322,-0.376
-7.24,0.322,-0.376
-7.236,0.322,-0.376
-7.232,0.322,-0.384
-7.228,0.322,-0.368
-7.224,0.318,-0.368
-7.22,0.318,-0.368
-7.216,0.314,-0.368
-7.212,0.31,-0.368
-7.208,0.31,-0.36
-7.204,0.302,-0.36
-7.2,0.302,-0.36
-7.196,0.298,-0.352
-7.192,0.294,-0.352
-7.188,0.294,-0.352
-7.184,0.29,-0.344
-7.18,0.286,-0.344
-7.176,0.282,-0.336
-7.172,0.278,-0.336
-7.168,0.274,-0.336
-7.164,0.27,-0.32
-7.16,0.266,-0.32
-7.156,0.262,-0.32
-7.152,0.254,-0.312
-7.148,0.254,-0.312
-7.144,0.25,-0.304
-7.14,0.246,-0.304
-7.136,0.242,-0.296
-7.132,0.234,-0.296
-7.128,0.23,-0.304
-7.124,0.222,-0.288
-7.12,0.222,-0.28
-7.116,0.214,-0.28
-7.112,0.206,-0.272
-7.108,0.202,-0.272
-7.104,0.198,-0.256
-7.1,0.194,-0.264
-7.096,0.186,-0.248
-7.092,0.182,-0.24
-7.088,0.178,-0.24
-7.084,0.17,-0.232
-7.08,0.166,-0.224
-7.076,0.158,-0.216
-7.072,0.154,-0.208
-7.068,0.15,-0.208
-7.064,0.138,-0.2
-7.06,0.134,-0.192
-7.056,0.13,-0.184
-7.052,0.122,-0.184
-7.048,0.118,-0.176
-7.044,0.11,-0.168
-7.04,0.102,-0.168
-7.036,0.102,-0.16
-7.032,0.094,-0.152
-7.028,0.082,-0.152
-7.024,0.078,-0.144
-7.02,0.074,-0.136
-7.016,0.07,-0.128
-7.012,0.066,-0.12
-7.008,0.058,-0.112
-7.004,0.05,-0.112
-7,0.042,-0.096
-6.996,0.038,-0.096
-6.992,0.03,-0.08800001
-6.988,0.022,-0.08000001
-6.984,0.018,-0.072
-6.98,0.01,-0.064
-6.976,0.006,-0.056
-6.972,-0.002,-0.048
-6.968,-0.006,-0.04
-6.964,-0.01,-0.04
-6.96,-0.022,-0.032
-6.956,-0.026,-0.024
-6.952,-0.03,-0.016
-6.948,-0.038,-0.008
-6.944,-0.042,0
-6.94,-0.05,0
-6.936,-0.054,0.016
-6.932,-0.062,0.016
-6.928,-0.066,0.032
-6.924,-0.074,0.032
-6.92,-0.078,0.032
-6.916,-0.086,0.032
-6.912,-0.09,0.048
-6.908,-0.098,0.056
-6.904,-0.102,0.064
-6.9,-0.106,0.072
-6.896,-0.11,0.072
-6.892,-0.118,0.08000001
-6.888,-0.122,0.08800001
-6.884,-0.126,0.08800001
-6.88,-0.13,0.096
-6.876,-0.134,0.096
-6.872,-0.142,0.112
-6.868,-0.142,0.104
-6.864,-0.15,0.112
-6.86,-0.154,0.12
-6.856,-0.158,0.128
-6.852,-0.158,0.128
-6.848,-0.162,0.136
-6.844,-0.166,0.136
-6.84,-0.17,0.144
-6.836,-0.174,0.152
-6.832,-0.182,0.152
-6.828,-0.182,0.152
-6.824,-0.186,0.16
-6.82,-0.186,0.168
-6.816,-0.186,0.168
-6.812,-0.19,0.176
-6.808,-0.194,0.176
-6.804,-0.194,0.184
-6.8,-0.198,0.192
-6.796,-0.202,0.192
-6.792,-0.198,0.2
-6.788,-0.202,0.2
-6.784,-0.202,0.2
-6.78,-0.202,0.208
-6.776,-0.206,0.2
-6.772,-0.21,0.208
-6.768,-0.21,0.216
-6.764,-0.214,0.216
-6.76,-0.21,0.216
-6.756,-0.214,0.216
-6.752,-0.214,0.216
-6.748,-0.214,0.224
-6.744,-0.214,0.224
-6.74,-0.214,0.216
-6.736,-0.214,0.224
-6.732,-0.214,0.224
-6.728,-0.214,0.224
-6.724,-0.21,0.224
-6.72,-0.21,0.224
-6.716,-0.21,0.232
-6.712,-0.206,0.232
-6.708,-0.21,0.232
-6.704,-0.206,0.232
-6.7,-0.202,0.224
-6.696,-0.206,0.232
-6.692,-0.202,0.224
-6.688,-0.202,0.224
-6.684,-0.202,0.232
-6.68,-0.198,0.224
-6.676,-0.194,0.224
-6.672,-0.194,0.224
-6.668,-0.19,0.232
-6.664,-0.19,0.224
-6.66,-0.186,0.232
-6.656,-0.186,0.232
-6.652,-0.182,0.232
-6.648,-0.186,0.232
-6.644,-0.174,0.224
-6.64,-0.174,0.224
-6.636,-0.17,0.224
-6.632,-0.17,0.216
-6.628,-0.166,0.216
-6.624,-0.162,0.216
-6.62,-0.154,0.208
-6.616,-0.154,0.208
-6.612,-0.15,0.208
-6.608,-0.146,0.2
-6.604,-0.138,0.2
-6.6,-0.134,0.192
-6.596,-0.134,0.192
-6.592,-0.126,0.184
-6.588,-0.122,0.184
-6.584,-0.118,0.176
-6.58,-0.11,0.168
-6.576,-0.106,0.176
-6.572,-0.102,0.16
-6.568,-0.098,0.16
-6.564,-0.094,0.152
-6.56,-0.086,0.152
-6.556,-0.086,0.144
-6.552,-0.078,0.144
-6.548,-0.074,0.144
-6.544,-0.062,0.128
-6.54,-0.058,0.12
-6.536,-0.054,0.12
-6.532,-0.05,0.12
-6.528,-0.042,0.104
-6.524,-0.042,0.104
-6.52,-0.034,0.096
-6.516,-0.026,0.096
-6.512,-0.022,0.08800001
-6.508,-0.014,0.08800001
-6.504,-0.006,0.072
-6.5,-0.002,0.072
-6.496,0.002,0.064
-6.492,0.01,0.056
-6.488,0.014,0.048
-6.484,0.022,0.04
-6.48,0.026,0.032
-6.476,0.034,0.024
-6.472,0.038,0.016
-6.468,0.046,0.008
-6.464,0.05,0
-6.46,0.054,0
-6.456,0.062,-0.008
-6.452,0.07,-0.016
-6.448,0.07,-0.024
-6.444,0.078,-0.032
-6.44,0.086,-0.04
-6.436,0.09,-0.04
-6.432,0.098,-0.048
-6.428,0.102,-0.056
-6.424,0.106,-0.064
-6.42,0.11,-0.08000001
-6.416,0.118,-0.08000001
-6.412,0.126,-0.08800001
-6.408,0.13,-0.096
-6.404,0.134,-0.104
-6.4,0.138,-0.104
-6.396,0.146,-0.12
-6.392,0.15,-0.136
-6.388,0.154,-0.128
-6.384,0.162,-0.136
-6.38,0.166,-0.144
-6.376,0.17,-0.16
-6.372,0.174,-0.16
-6.368,0.178,-0.16
-6.364,0.19,-0.168
-6.36,0.186,-0.168
-6.356,0.194,-0.184
-6.352,0.198,-0.192
-6.348,0.202,-0.192
-6.344,0.202,-0.208
-6.34,0.21,-0.208
-6.336,0.214,-0.216
-6.332,0.218,-0.224
-6.328,0.222,-0.224
-6.324,0.226,-0.24
-6.32,0.234,-0.24
-6.316,0.234,-0.248
-6.312,0.242,-0.256
-6.308,0.242,-0.264
-6.304,0.246,-0.264
-6.3,0.25,-0.272
-6.296,0.25,-0.28
-6.292,0.258,-0.28
-6.288,0.258,-0.296
-6.284,0.258,-0.296
-6.28,0.262,-0.296
-6.276,0.266,-0.312
-6.272,0.266,-0.312
-6.268,0.27,-0.312
-6.264,0.274,-0.32
-6.26,0.274,-0.32
-6.256,0.278,-0.328
-6.252,0.278,-0.328
-6.248,0.278,-0.336
-6.244,0.286,-0.336
-6.24,0.282,-0.344
-6.236,0.29,-0.344
-6.232,0.286,-0.344
-6.228,0.286,-0.352
-6.224,0.294,-0.352
-6.22,0.29,-0.344
-6.216,0.294,-0.352
-6.212,0.29,-0.352
-6.208,0.294,-0.352
-6.204,0.294,-0.36
-6.2,0.29,-0.36
-6.196,0.294,-0.36
-6.192,0.298,-0.36
-6.188,0.294,-0.36
-6.184,0.294,-0.36
-6.18,0.294,-0.36
-6.176,0.294,-0.36
-6.172,0.294,-0.368
-6.168,0.29,-0.36
-6.164,0.29,-0.36
-6.16,0.29,-0.36
-6.156,0.29,-0.368
-6.152,0.286,-0.36
-6.148,0.286,-0.36
-6.144,0.286,-0.36
-6.14,0.282,-0.368
-6.136,0.282,-0.36
-6.132,0.282,-0.36
-6.128,0.278,-0.36
-6.124,0.278,-0.352
-6.12,0.274,-0.352
-6.116,0.274,-0.352
-6.112,0.27,-0.352
-6.108,0.27,-0.344
-6.104,0.27,-0.344
-6.1,0.266,-0.344
-6.096,0.262,-0.344
-6.092,0.258,-0.336
-6.088,0.258,-0.336
-6.084,0.254,-0.336
-6.08,0.254,-0.328
-6.076,0.25,-0.32
-6.072,0.246,-0.32
-6.068,0.242,-0.32
-6.064,0.242,-0.312
-6.06,0.234,-0.312
-6.056,0.234,-0.304
-6.052,0.23,-0.304
-6.048,0.222,-0.296
-6.044,0.222,-0.296
-6.04,0.214,-0.296
-6.036,0.21,-0.28
-6.032,0.21,-0.28
-6.028,0.206,-0.28
-6.024,0.198,-0.264
-6.02,0.194,-0.272
-6.016,0.194,-0.256
-6.012,0.186,-0.248
-6.008,0.182,-0.24
-6.004,0.178,-0.24
-6,0.174,-0.232
-5.996,0.17,-0.232
-5.992,0.166,-0.224
-5.988,0.162,-0.208
-5.984,0.154,-0.208
-5.98,0.15,-0.2
-5.976,0.142,-0.192
-5.972,0.138,-0.184
-5.968,0.13,-0.184
-5.964,0.13,-0.176
-5.96,0.122,-0.168
-5.956,0.114,-0.16
-5.952,0.11,-0.152
-5.948,0.102,-0.152
-5.944,0.098,-0.144
-5.94,0.098,-0.136
-5.936,0.09,-0.128
-5.932,0.082,-0.128
-5.928,0.078,-0.112
-5.924,0.074,-0.104
-5.92,0.066,-0.096
-5.916,0.066,-0.096
-5.912,0.058,-0.08800001
-5.908,0.05,-0.08000001
-5.904,0.046,-0.072
-5.9,0.038,-0.072
-5.896,0.034,-0.064
-5.892,0.03,-0.056
-5.888,0.018,-0.048
-5.884,0.018,-0.04
-5.88,0.01,-0.032
-5.876,0.006,-0.024
-5.872,-0.002,-0.024
-5.868,-0.006,-0.008
-5.864,-0.01,-0.008
-5.86,-0.018,0
-5.856,-0.022,0.008
-5.852,-0.026,0.008
-5.848,-0.034,0.024
-5.844,-0.034,0.032
-5.84,-0.042,0.04
-5.836,-0.05,0.04
-5.832,-0.054,0.056
-5.828,-0.062,0.048
-5.824,-0.066,0.064
-5.82,-0.07,0.072
