Model,MDO34,
-0.08892,0.98,0.32
-0.0889,1.02,0.32
-0.08888,0.98,0.36
-0.08886,0.98,0.32
-0.08884,0.98,0.32
-0.08882,0.98,0.36
-0.0888,0.98,0.32
-0.08878,1.02,0.28
-0.08876,0.94,0.32
-0.08874,1.02,0.36
-0.08872,1.02,0.32
-0.0887,1.02,0.32
-0.08868,0.98,0.36
-0.08866,1.02,0.36
-0.08864,0.98,0.36
-0.08862,0.98,0.32
-0.0886,1.02,0.32
-0.08858,0.98,0.32
-0.08856,1.02,0.36
-0.08854,0.98,0.32
-0.08852,1.02,0.32
-0.0885,0.98,0.32
-0.08848,0.98,0.32
-0.08846,0.98,0.36
-0.08844,0.98,0.32
-0.08842,0.98,0.36
-0.0884,0.98,0.32
-0.08838,0.98,0.36
-0.08836,1.02,0.36
-0.08834,0.98,0.36
-0.08832,0.98,0.36
-0.0883,1.02,0.32
-0.08828,0.98,0.4
-0.08826,0.98,0.36
-0.08824,1.02,0.36
-0.08822,1.02,0.4
-0.0882,0.98,0.32
-0.08818,0.98,0.32
-0.08816,1.02,0.36
-0.08814,0.98,0.36
-0.08812,1.02,0.36
-0.0881,0.98,0.36
-0.08808,1.06,0.36
-0.08806,0.98,0.36
-0.08804,1.02,0.4
-0.08802,1.02,0.36
-0.088,0.98,0.36
-0.08798,0.98,0.32
-0.08796,0.98,0.36
-0.08794,1.02,0.36
-0.08792,0.98,0.4
-0.0879,0.98,0.36
-0.08788,0.98,0.4
-0.08786,0.98,0.36
-0.08784,0.98,0.36
-0.08782,1.02,0.4
-0.0878,0.98,0.4
-0.08778,1.02,0.44
-0.08776,0.98,0.4
-0.08774,1.02,0.4
-0.08772,0.98,0.36
-0.0877,0.98,0.4
-0.08768,0.98,0.4
-0.08766,0.98,0.4
-0.08764,0.98,0.4
-0.08762,0.98,0.4
-0.0876,1.02,0.4
-0.08758,0.98,0.4
-0.08756,1.02,0.4
-0.08754,1.02,0.44
-0.08752,0.98,0.44
-0.0875,1.02,0.4
-0.08748,1.02,0.4
-0.08746,0.98,0.4
-0.08744,1.02,0.44
-0.08742,1.02,0.4
-0.0874,0.98,0.4
-0.08738,0.98,0.4
-0.08736,0.98,0.4
-0.08734,0.98,0.4
-0.08732,0.98,0.44
-0.0873,0.98,0.44
-0.08728,0.98,0.4
-0.08726,0.98,0.44
-0.08724,0.98,0.44
-0.08722,0.98,0.44
-0.0872,0.98,0.44
-0.08718,0.98,0.44
-0.08716,0.98,0.44
-0.08714,0.98,0.44
-0.08712,1.02,0.4
-0.0871,0.98,0.44
-0.08708,1.02,0.44
-0.08706,1.02,0.48
-0.08704,1.02,0.44
-0.08702,1.02,0.44
-0.087,0.98,0.44
-0.08698,1.02,0.44
-0.08696,1.02,0.4
-0.08694,0.98,0.44
-0.08692,0.98,0.44
-0.0869,0.98,0.44
-0.08688,0.98,0.44
-0.08686,0.98,0.44
-0.08684,0.98,0.48
-0.08682,0.98,0.44
-0.0868,0.98,0.48
-0.08678,0.98,0.48
-0.08676,0.98,0.44
-0.08674,0.98,0.52
-0.08672,1.02,0.48
-0.0867,0.98,0.44
-0.08668,0.98,0.44
-0.08666,0.98,0.44
-0.08664,0.98,0.44
-0.08662,0.98,0.44
-0.0866,0.98,0.48
-0.08658,0.98,0.48
-0.08656,0.98,0.44
-0.08654,1.02,0.48
-0.08652,0.98,0.48
-0.0865,0.98,0.48
-0.08648,1.02,0.48
-0.08646,0.98,0.48
-0.08644,0.98,0.48
-0.08642,0.98,0.52
-0.0864,0.98,0.44
-0.08638,0.98,0.48
-0.08636,0.98,0.48
-0.08634,0.98,0.48
-0.08632,0.98,0.52
-0.0863,0.94,0.48
-0.08628,1.02,0.48
-0.08626,0.98,0.48
-0.08624,0.98,0.44
-0.08622,0.98,0.48
-0.0862,0.98,0.48
-0.08618,0.98,0.48
-0.08616,1.02,0.48
-0.08614,0.98,0.48
-0.08612,0.98,0.48
-0.0861,0.94,0.48
-0.08608,0.98,0.48
-0.08606,0.98,0.52
-0.08604,1.02,0.48
-0.08602,0.98,0.52
-0.086,0.98,0.52
-0.08598,0.98,0.48
-0.08596,0.94,0.52
-0.08594,0.98,0.52
-0.08592,0.94,0.48
-0.0859,0.98,0.48
-0.08588,0.98,0.52
-0.08586,0.98,0.48
-0.08584,0.98,0.48
-0.08582,0.94,0.52
-0.0858,0.98,0.52
-0.08578,0.98,0.48
-0.08576,0.98,0.52
-0.08574,0.94,0.52
-0.08572,0.98,0.52
-0.0857,0.98,0.52
-0.08568,0.98,0.52
-0.08566,0.94,0.52
-0.08564,0.98,0.52
-0.08562,0.98,0.48
-0.0856,0.98,0.52
-0.08558,0.94,0.52
-0.08556,0.98,0.52
-0.08554,0.98,0.52
-0.08552,0.94,0.52
-0.0855,0.98,0.52
-0.08548,0.94,0.52
-0.08546,0.94,0.52
-0.08544,0.94,0.52
-0.08542,0.98,0.52
-0.0854,0.94,0.52
-0.08538,0.98,0.52
-0.08536,0.94,0.48
-0.08534,0.94,0.52
-0.08532,0.98,0.52
-0.0853,0.94,0.48
-0.08528,0.94,0.52
-0.08526,0.98,0.52
-0.08524,0.9,0.52
-0.08522,0.94,0.52
-0.0852,0.94,0.56
-0.08518,0.94,0.52
-0.08516,0.94,0.52
-0.08514,0.94,0.52
-0.08512,0.94,0.52
-0.0851,0.94,0.52
-0.08508,0.94,0.52
-0.08506,0.98,0.52
-0.08504,0.94,0.52
-0.08502,0.94,0.52
-0.085,0.94,0.56
-0.08498,0.94,0.56
-0.08496,0.94,0.52
-0.08494,0.98,0.56
-0.08492,0.94,0.52
-0.0849,0.94,0.56
-0.08488,0.94,0.56
-0.08486,0.9,0.56
-0.08484,0.94,0.52
-0.08482,0.98,0.56
-0.0848,0.94,0.52
-0.08478,0.98,0.56
-0.08476,0.9,0.56
-0.08474,0.94,0.56
-0.08472,0.94,0.52
-0.0847,0.94,0.56
-0.08468,0.94,0.56
-0.08466,0.98,0.56
-0.08464,0.94,0.56
-0.08462,0.9,0.56
-0.0846,0.94,0.56
-0.08458,0.94,0.56
-0.08456,0.9,0.56
-0.08454,0.9,0.56
-0.08452,0.94,0.6
-0.0845,0.94,0.56
-0.08448,0.9,0.56
-0.08446,0.9,0.52
-0.08444,0.94,0.56
-0.08442,0.94,0.6
-0.0844,0.9,0.56
-0.08438,0.9,0.6
-0.08436,0.9,0.56
-0.08434,0.94,0.56
-0.08432,0.94,0.6
-0.0843,0.9,0.56
-0.08428,0.9,0.6
-0.08426,0.94,0.56
-0.08424,0.9,0.56
-0.08422,0.9,0.6
-0.0842,0.94,0.6
-0.08418,0.9,0.56
-0.08416,0.86,0.52
-0.08414,0.9,0.6
-0.08412,0.86,0.56
-0.0841,0.9,0.6
-0.08408,0.94,0.56
-0.08406,0.9,0.56
-0.08404,0.9,0.56
-0.08402,0.9,0.6
-0.084,0.9,0.6
-0.08398,0.9,0.56
-0.08396,0.9,0.56
-0.08394,0.86,0.56
-0.08392,0.9,0.56
-0.0839,0.9,0.6
-0.08388,0.86,0.56
-0.08386,0.9,0.56
-0.08384,0.86,0.6
-0.08382,0.9,0.6
-0.0838,0.86,0.52
-0.08378,0.86,0.56
-0.08376,0.86,0.6
-0.08374,0.86,0.56
-0.08372,0.9,0.6
-0.0837,0.86,0.56
-0.08368,0.86,0.56
-0.08366,0.86,0.6
-0.08364,0.86,0.6
-0.08362,0.86,0.6
-0.0836,0.86,0.56
-0.08358,0.86,0.56
-0.08356,0.86,0.6
-0.08354,0.86,0.56
-0.08352,0.86,0.6
-0.0835,0.86,0.6
-0.08348,0.86,0.6
-0.08346,0.82,0.6
-0.08344,0.9,0.56
-0.08342,0.86,0.6
-0.0834,0.86,0.6
-0.08338,0.82,0.6
-0.08336,0.86,0.6
-0.08334,0.86,0.6
-0.08332,0.86,0.56
-0.0833,0.86,0.6
-0.08328,0.82,0.6
-0.08326,0.82,0.6
-0.08324,0.86,0.6
-0.08322,0.82,0.6
-0.0832,0.82,0.6
-0.08318,0.82,0.56
-0.08316,0.86,0.6
-0.08314,0.86,0.6
-0.08312,0.82,0.64
-0.0831,0.82,0.6
-0.08308,0.82,0.56
-0.08306,0.82,0.6
-0.08304,0.86,0.6
-0.08302,0.82,0.6
-0.083,0.86,0.64
-0.08298,0.82,0.6
-0.08296,0.82,0.6
-0.08294,0.82,0.6
-0.08292,0.82,0.64
-0.0829,0.82,0.64
-0.08288,0.78,0.64
-0.08286,0.86,0.6
-0.08284,0.82,0.64
-0.08282,0.82,0.6
-0.0828,0.82,0.6
-0.08278,0.82,0.6
-0.08276,0.86,0.6
-0.08274,0.82,0.64
-0.08272,0.82,0.6
-0.0827,0.82,0.6
-0.08268,0.82,0.6
-0.08266,0.82,0.64
-0.08264,0.82,0.64
-0.08262,0.78,0.64
-0.0826,0.82,0.6
-0.08258,0.82,0.6
-0.08256,0.82,0.6
-0.08254,0.82,0.64
-0.08252,0.78,0.6
-0.0825,0.78,0.6
-0.08248,0.82,0.64
-0.08246,0.78,0.64
-0.08244,0.78,0.64
-0.08242,0.78,0.64
-0.0824,0.78,0.6
-0.08238,0.78,0.6
-0.08236,0.78,0.6
-0.08234,0.74,0.64
-0.08232,0.78,0.64
-0.0823,0.82,0.64
-0.08228,0.78,0.64
-0.08226,0.82,0.64
-0.08224,0.74,0.64
-0.08222,0.74,0.68
-0.0822,0.78,0.64
-0.08218,0.74,0.64
-0.08216,0.74,0.64
-0.08214,0.78,0.6
-0.08212,0.74,0.6
-0.0821,0.74,0.64
-0.08208,0.74,0.6
-0.08206,0.74,0.64
-0.08204,0.78,0.64
-0.08202,0.74,0.6
-0.082,0.74,0.6
-0.08198,0.74,0.64
-0.08196,0.78,0.6
-0.08194,0.74,0.6
-0.08192,0.7,0.64
-0.0819,0.74,0.64
-0.08188,0.74,0.6
-0.08186,0.74,0.64
-0.08184,0.7,0.64
-0.08182,0.74,0.64
-0.0818,0.74,0.64
-0.08178,0.74,0.6
-0.08176,0.74,0.64
-0.08174,0.74,0.64
-0.08172,0.74,0.64
-0.0817,0.74,0.6
-0.08168,0.74,0.64
-0.08166,0.74,0.64
-0.08164,0.78,0.64
-0.08162,0.74,0.64
-0.0816,0.7,0.64
-0.08158,0.74,0.64
-0.08156,0.7,0.64
-0.08154,0.74,0.68
-0.08152,0.7,0.64
-0.0815,0.74,0.64
-0.08148,0.7,0.64
-0.08146,0.74,0.68
-0.08144,0.7,0.6
-0.08142,0.74,0.64
-0.0814,0.7,0.64
-0.08138,0.74,0.64
-0.08136,0.7,0.64
-0.08134,0.7,0.64
-0.08132,0.7,0.6
-0.0813,0.7,0.6
-0.08128,0.7,0.64
-0.08126,0.7,0.6
-0.08124,0.7,0.64
-0.08122,0.7,0.64
-0.0812,0.7,0.64
-0.08118,0.66,0.68
-0.08116,0.66,0.64
-0.08114,0.66,0.68
-0.08112,0.7,0.64
-0.0811,0.66,0.64
-0.08108,0.66,0.6
-0.08106,0.66,0.64
-0.08104,0.66,0.6
-0.08102,0.7,0.64
-0.081,0.66,0.64
-0.08098,0.66,0.64
-0.08096,0.66,0.64
-0.08094,0.66,0.6
-0.08092,0.66,0.6
-0.0809,0.66,0.64
-0.08088,0.66,0.68
-0.08086,0.66,0.64
-0.08084,0.66,0.64
