Model,MDO34,
-0.05066,-1,-0.94
-0.05064,-1,-0.98
-0.05062,-1,-0.98
-0.0506,-1,-0.98
-0.05058,-1,-0.98
-0.05056,-1,-0.98
-0.05054,-1.04,-0.98
-0.05052,-1,-0.98
-0.0505,-1,-0.94
-0.05048,-1,-0.94
-0.05046,-1,-0.94
-0.05044,-0.96,-0.9
-0.05042,-0.92,-0.9
-0.0504,-0.92,-0.86
-0.05038,-0.84,-0.86
-0.05036,-0.84,-0.82
-0.05034,-0.8,-0.78
-0.05032,-0.8,-0.74
-0.0503,-0.72,-0.7
-0.05028,-0.76,-0.66
-0.05026,-0.64,-0.58
-0.05024,-0.6,-0.54
-0.05022,-0.56,-0.5
-0.0502,-0.52,-0.46
-0.05018,-0.48,-0.38
-0.05016,-0.4,-0.34
-0.05014,-0.36,-0.3
-0.05012,-0.28,-0.22
-0.0501,-0.24,-0.18
-0.05008,-0.16,-0.14
-0.05006,-0.12,-0.06
-0.05004,-0.04,0.02
-0.05002,0,0.06
-0.05,0.04,0.09999999
-0.04998,0.12,0.18
-0.04996,0.16,0.22
-0.04994,0.2,0.26
-0.04992,0.28,0.34
-0.0499,0.32,0.38
-0.04988,0.36,0.46
-0.04986,0.44,0.5
-0.04984,0.48,0.54
-0.04982,0.52,0.62
-0.0498,0.6,0.66
-0.04978,0.64,0.7
-0.04976,0.68,0.74
-0.04974,0.72,0.74
-0.04972,0.76,0.78
-0.0497,0.8,0.86
-0.04968,0.84,0.86
-0.04966,0.88,0.9
-0.04964,0.92,0.86
-0.04962,0.92,0.94
-0.0496,0.92,0.94
-0.04958,0.96,0.98
-0.04956,0.96,1.02
-0.04954,1,1.02
-0.04952,1,1.02
-0.0495,1,1.02
-0.04948,1,1.06
-0.04946,1,1.02
-0.04944,1,0.98
-0.04942,0.96,1.02
-0.0494,0.96,0.98
-0.04938,0.92,0.98
-0.04936,0.92,0.98
-0.04934,0.96,0.9
-0.04932,0.92,0.9
-0.0493,0.88,0.9
-0.04928,0.84,0.86
-0.04926,0.8,0.78
-0.04924,0.8,0.74
-0.04922,0.72,0.7
-0.0492,0.68,0.66
-0.04918,0.64,0.62
-0.04916,0.6,0.62
-0.04914,0.52,0.54
-0.04912,0.48,0.46
-0.0491,0.44,0.46
-0.04908,0.4,0.38
-0.04906,0.32,0.34
-0.04904,0.32,0.26
-0.04902,0.24,0.22
-0.049,0.16,0.18
-0.04898,0.12,0.14
-0.04896,0.04,0.02
-0.04894,0,-0.02
-0.04892,-0.08,-0.06
-0.0489,-0.12,-0.14
-0.04888,-0.16,-0.18
-0.04886,-0.2,-0.26
-0.04884,-0.28,-0.3
-0.04882,-0.36,-0.34
-0.0488,-0.44,-0.42
-0.04878,-0.48,-0.46
-0.04876,-0.48,-0.54
-0.04874,-0.56,-0.54
-0.04872,-0.6,-0.62
-0.0487,-0.64,-0.66
-0.04868,-0.72,-0.7
-0.04866,-0.76,-0.74
-0.04864,-0.8,-0.78
-0.04862,-0.84,-0.82
-0.0486,-0.84,-0.82
-0.04858,-0.88,-0.86
-0.04856,-0.92,-0.9
-0.04854,-0.92,-0.9
-0.04852,-0.96,-0.94
-0.0485,-0.96,-0.98
-0.04848,-1,-0.94
-0.04846,-1,-0.94
-0.04844,-1,-0.98
-0.04842,-1.04,-0.98
-0.0484,-1.04,-0.98
-0.04838,-1,-0.98
-0.04836,-1,-0.98
-0.04834,-1,-0.94
-0.04832,-1,-0.94
-0.0483,-1,-0.94
-0.04828,-0.96,-0.9
-0.04826,-0.96,-0.9
-0.04824,-0.92,-0.86
-0.04822,-0.88,-0.86
-0.0482,-0.88,-0.82
-0.04818,-0.84,-0.82
-0.04816,-0.8,-0.78
-0.04814,-0.8,-0.7
-0.04812,-0.68,-0.7
-0.0481,-0.68,-0.66
-0.04808,-0.64,-0.62
-0.04806,-0.6,-0.54
-0.04804,-0.56,-0.5
-0.04802,-0.48,-0.46
-0.048,-0.48,-0.38
-0.04798,-0.4,-0.3
-0.04796,-0.32,-0.26
-0.04794,-0.28,-0.22
-0.04792,-0.2,-0.18
-0.0479,-0.16,-0.14
-0.04788,-0.04,-0.02
-0.04786,-0.04,0.02
-0.04784,0,0.09999999
-0.04782,0.04,0.14
-0.0478,0.16,0.18
-0.04778,0.16,0.26
-0.04776,0.24,0.3
-0.04774,0.28,0.34
-0.04772,0.36,0.42
-0.0477,0.44,0.46
-0.04768,0.48,0.5
-0.04766,0.52,0.58
-0.04764,0.6,0.62
-0.04762,0.6,0.62
-0.0476,0.64,0.7
-0.04758,0.68,0.7
-0.04756,0.76,0.78
-0.04754,0.8,0.82
-0.04752,0.84,0.86
-0.0475,0.8,0.9
-0.04748,0.92,0.86
-0.04746,0.92,0.94
-0.04744,0.92,0.98
-0.04742,0.96,0.98
-0.0474,0.92,0.94
-0.04738,1,1.02
-0.04736,1,1.02
-0.04734,1,1.02
-0.04732,1,1.02
-0.0473,1.04,1.02
-0.04728,1,1.02
-0.04726,1,0.98
-0.04724,0.96,1.02
-0.04722,0.96,0.98
-0.0472,0.96,0.94
-0.04718,0.96,0.98
-0.04716,0.92,0.9
-0.04714,0.84,0.86
-0.04712,0.88,0.86
-0.0471,0.88,0.82
-0.04708,0.76,0.78
-0.04706,0.76,0.74
-0.04704,0.68,0.74
-0.04702,0.68,0.66
-0.047,0.6,0.62
-0.04698,0.56,0.58
-0.04696,0.56,0.5
-0.04694,0.48,0.5
-0.04692,0.44,0.42
-0.0469,0.36,0.38
-0.04688,0.32,0.3
-0.04686,0.24,0.26
-0.04684,0.24,0.18
-0.04682,0.16,0.14
-0.0468,0.12,0.06
-0.04678,0.04,0.02
-0.04676,-0.04,-0.06
-0.04674,-0.08,-0.09999999
-0.04672,-0.16,-0.18
-0.0467,-0.2,-0.18
-0.04668,-0.28,-0.26
-0.04666,-0.28,-0.3
-0.04664,-0.36,-0.38
-0.04662,-0.44,-0.42
-0.0466,-0.48,-0.5
-0.04658,-0.48,-0.54
-0.04656,-0.56,-0.58
-0.04654,-0.6,-0.66
-0.04652,-0.64,-0.66
-0.0465,-0.72,-0.74
-0.04648,-0.76,-0.74
-0.04646,-0.8,-0.78
-0.04644,-0.84,-0.82
-0.04642,-0.88,-0.82
-0.0464,-0.88,-0.86
-0.04638,-0.92,-0.86
-0.04636,-0.92,-0.94
-0.04634,-0.96,-0.94
-0.04632,-1,-0.94
-0.0463,-0.96,-0.94
-0.04628,-1,-0.98
-0.04626,-1.04,-0.98
-0.04624,-1,-1.02
-0.04622,-1.04,-1.02
-0.0462,-1,-0.98
-0.04618,-1.04,-0.94
-0.04616,-1,-0.94
-0.04614,-1,-0.98
-0.04612,-1,-0.94
-0.0461,-0.96,-0.9
-0.04608,-0.92,-0.9
-0.04606,-0.92,-0.86
-0.04604,-0.88,-0.86
-0.04602,-0.84,-0.82
-0.046,-0.84,-0.78
-0.04598,-0.8,-0.78
-0.04596,-0.72,-0.7
-0.04594,-0.68,-0.66
-0.04592,-0.68,-0.66
-0.0459,-0.6,-0.62
-0.04588,-0.56,-0.54
-0.04586,-0.56,-0.46
-0.04584,-0.44,-0.46
-0.04582,-0.4,-0.38
-0.0458,-0.36,-0.3
-0.04578,-0.32,-0.26
-0.04576,-0.28,-0.18
-0.04574,-0.2,-0.14
-0.04572,-0.12,-0.09999999
-0.0457,-0.08,-0.02
-0.04568,-0.04,0.02
-0.04566,0.04,0.09999999
-0.04564,0.08,0.14
-0.04562,0.16,0.22
-0.0456,0.2,0.26
-0.04558,0.28,0.34
-0.04556,0.28,0.38
-0.04554,0.36,0.42
-0.04552,0.36,0.5
-0.0455,0.48,0.54
-0.04548,0.56,0.58
-0.04546,0.6,0.66
-0.04544,0.64,0.66
-0.04542,0.68,0.7
-0.0454,0.72,0.74
-0.04538,0.76,0.82
-0.04536,0.8,0.82
-0.04534,0.8,0.86
-0.04532,0.84,0.9
-0.0453,0.92,0.9
-0.04528,0.92,0.94
-0.04526,0.92,0.98
-0.04524,0.96,0.98
-0.04522,1,0.98
-0.0452,1,0.98
-0.04518,1,1.02
-0.04516,0.96,1.02
-0.04514,1,1.02
-0.04512,1,0.98
-0.0451,0.96,1.02
-0.04508,0.96,1.02
-0.04506,1,0.98
-0.04504,0.96,0.98
-0.04502,0.96,0.94
-0.045,0.92,0.9
-0.04498,0.84,0.94
-0.04496,0.92,0.86
-0.04494,0.84,0.82
-0.04492,0.8,0.78
-0.0449,0.76,0.74
-0.04488,0.72,0.74
-0.04486,0.68,0.7
-0.04484,0.64,0.66
-0.04482,0.6,0.62
-0.0448,0.6,0.54
-0.04478,0.52,0.5
-0.04476,0.48,0.42
-0.04474,0.4,0.38
-0.04472,0.36,0.34
-0.0447,0.28,0.3
-0.04468,0.24,0.26
-0.04466,0.2,0.18
-0.04464,0.12,0.14
-0.04462,0.08,0.02
-0.0446,0.08,0.02
-0.04458,-0.04,-0.06
-0.04456,-0.12,-0.09999999
-0.04454,-0.16,-0.14
-0.04452,-0.2,-0.22
-0.0445,-0.28,-0.3
-0.04448,-0.32,-0.34
-0.04446,-0.4,-0.38
-0.04444,-0.44,-0.46
-0.04442,-0.48,-0.46
-0.0444,-0.56,-0.54
-0.04438,-0.6,-0.62
-0.04436,-0.6,-0.66
-0.04434,-0.68,-0.7
-0.04432,-0.72,-0.74
-0.0443,-0.76,-0.78
-0.04428,-0.8,-0.82
-0.04426,-0.84,-0.78
-0.04424,-0.88,-0.86
-0.04422,-0.92,-0.9
-0.0442,-0.96,-0.9
-0.04418,-0.92,-0.94
-0.04416,-0.96,-0.94
-0.04414,-0.96,-0.94
-0.04412,-1,-0.94
-0.0441,-1,-0.94
-0.04408,-1.04,-1.02
-0.04406,-1,-1.02
-0.04404,-1,-0.98
-0.04402,-1.04,-0.94
-0.044,-1,-0.98
-0.04398,-1,-0.94
-0.04396,-1,-0.94
-0.04394,-0.96,-0.94
-0.04392,-0.96,-0.9
-0.0439,-0.92,-0.86
-0.04388,-0.88,-0.86
-0.04386,-0.92,-0.82
-0.04384,-0.84,-0.78
-0.04382,-0.84,-0.78
-0.0438,-0.76,-0.74
-0.04378,-0.72,-0.7
-0.04376,-0.72,-0.66
-0.04374,-0.68,-0.58
-0.04372,-0.6,-0.58
-0.0437,-0.56,-0.5
-0.04368,-0.52,-0.46
-0.04366,-0.48,-0.42
-0.04364,-0.4,-0.34
-0.04362,-0.4,-0.3
-0.0436,-0.32,-0.22
-0.04358,-0.24,-0.18
-0.04356,-0.2,-0.14
-0.04354,-0.12,-0.06
-0.04352,-0.08,0.02
-0.0435,0,0.06
-0.04348,0.08,0.14
-0.04346,0.12,0.14
-0.04344,0.16,0.26
-0.04342,0.2,0.3
-0.0434,0.28,0.34
-0.04338,0.32,0.42
-0.04336,0.4,0.46
-0.04334,0.48,0.5
-0.04332,0.48,0.54
-0.0433,0.56,0.58
-0.04328,0.6,0.62
-0.04326,0.64,0.66
-0.04324,0.68,0.74
-0.04322,0.72,0.74
-0.0432,0.72,0.82
-0.04318,0.8,0.86
-0.04316,0.84,0.86
-0.04314,0.84,0.9
-0.04312,0.88,0.94
-0.0431,0.92,0.98
-0.04308,0.92,0.98
-0.04306,0.96,0.94
-0.04304,1,0.98
-0.04302,0.96,0.98
-0.043,1,1.02
-0.04298,1,1.02
-0.04296,1.04,1.02
-0.04294,1,1.02
-0.04292,1,1.02
-0.0429,1,0.98
-0.04288,0.96,0.98
-0.04286,0.96,0.98
-0.04284,0.96,0.94
-0.04282,0.92,0.94
-0.0428,0.88,0.9
-0.04278,0.88,0.86
-0.04276,0.88,0.82
-0.04274,0.8,0.78
-0.04272,0.76,0.78
-0.0427,0.72,0.74
-0.04268,0.64,0.66
-0.04266,0.6,0.62
-0.04264,0.6,0.58
-0.04262,0.56,0.54
-0.0426,0.52,0.46
-0.04258,0.44,0.42
-0.04256,0.4,0.38
-0.04254,0.36,0.34
-0.04252,0.28,0.26
-0.0425,0.24,0.22
-0.04248,0.16,0.18
-0.04246,0.16,0.09999999
-0.04244,0.04,0.06
-0.04242,0.04,-0.02
-0.0424,-0.08,-0.06
-0.04238,-0.12,-0.14
-0.04236,-0.16,-0.18
-0.04234,-0.24,-0.26
-0.04232,-0.32,-0.3
-0.0423,-0.36,-0.34
-0.04228,-0.4,-0.38
-0.04226,-0.44,-0.46
-0.04224,-0.48,-0.5
-0.04222,-0.56,-0.54
-0.0422,-0.6,-0.62
-0.04218,-0.64,-0.66
-0.04216,-0.68,-0.74
-0.04214,-0.72,-0.7
-0.04212,-0.76,-0.74
-0.0421,-0.8,-0.78
-0.04208,-0.88,-0.86
-0.04206,-0.88,-0.86
-0.04204,-0.92,-0.9
-0.04202,-0.96,-0.9
-0.042,-0.96,-0.9
-0.04198,-1,-0.94
-0.04196,-1,-0.94
-0.04194,-1,-0.94
-0.04192,-1,-0.98
-0.0419,-1.04,-0.94
-0.04188,-1.04,-0.98
-0.04186,-1.04,-0.98
-0.04184,-1.04,-0.94
-0.04182,-1,-0.98
-0.0418,-1.04,-0.9
-0.04178,-0.96,-0.94
-0.04176,-1,-0.9
-0.04174,-0.96,-0.9
-0.04172,-0.96,-0.86
-0.0417,-0.88,-0.86
-0.04168,-0.88,-0.86
-0.04166,-0.84,-0.78
-0.04164,-0.8,-0.78
-0.04162,-0.76,-0.7
-0.0416,-0.76,-0.66
-0.04158,-0.68,-0.66
-0.04156,-0.64,-0.62
-0.04154,-0.56,-0.54
-0.04152,-0.48,-0.5
-0.0415,-0.48,-0.46
-0.04148,-0.44,-0.38
-0.04146,-0.36,-0.34
-0.04144,-0.36,-0.26
-0.04142,-0.28,-0.22
-0.0414,-0.2,-0.18
-0.04138,-0.12,-0.14
-0.04136,-0.12,-0.02
-0.04134,-0.04,0.02
-0.04132,0,0.06
-0.0413,0.04,0.14
-0.04128,0.12,0.18
-0.04126,0.16,0.26
-0.04124,0.24,0.3
-0.04122,0.28,0.38
-0.0412,0.36,0.42
-0.04118,0.4,0.46
-0.04116,0.44,0.5
-0.04114,0.48,0.54
-0.04112,0.56,0.58
-0.0411,0.64,0.66
-0.04108,0.64,0.7
-0.04106,0.68,0.7
-0.04104,0.76,0.74
-0.04102,0.76,0.78
-0.041,0.8,0.86
-0.04098,0.8,0.9
-0.04096,0.84,0.9
-0.04094,0.92,0.94
-0.04092,0.92,0.94
-0.0409,0.96,0.98
-0.04088,0.96,1.02
-0.04086,0.96,1.02
-0.04084,1,1.02
-0.04082,1,1.02
-0.0408,1.04,1.02
-0.04078,1,1.02
-0.04076,1.04,1.02
-0.04074,0.96,0.98
-0.04072,1,0.98
-0.0407,1,0.98
-0.04068,0.92,0.98
-0.04066,0.96,0.94
-0.04064,0.92,0.9
-0.04062,0.84,0.86
-0.0406,0.84,0.86
-0.04058,0.8,0.86
-0.04056,0.8,0.78
-0.04054,0.72,0.78
-0.04052,0.68,0.7
-0.0405,0.64,0.66
-0.04048,0.6,0.62
-0.04046,0.6,0.54
-0.04044,0.52,0.5
-0.04042,0.48,0.5
-0.0404,0.44,0.42
-0.04038,0.36,0.38
-0.04036,0.32,0.3
-0.04034,0.28,0.26
-0.04032,0.24,0.22
-0.0403,0.16,0.18
-0.04028,0.08,0.14
-0.04026,0.04,0.06
-0.04024,-0.04,-0.02
-0.04022,-0.08,-0.06
-0.0402,-0.12,-0.14
-0.04018,-0.2,-0.22
-0.04016,-0.28,-0.26
-0.04014,-0.32,-0.3
-0.04012,-0.36,-0.34
-0.0401,-0.4,-0.42
-0.04008,-0.44,-0.5
-0.04006,-0.52,-0.54
-0.04004,-0.56,-0.58
-0.04002,-0.6,-0.66
-0.04,-0.68,-0.66
-0.03998,-0.72,-0.7
-0.03996,-0.76,-0.74
-0.03994,-0.8,-0.78
-0.03992,-0.8,-0.82
-0.0399,-0.84,-0.86
-0.03988,-0.88,-0.86
-0.03986,-0.88,-0.9
-0.03984,-0.96,-0.94
-0.03982,-0.96,-0.94
-0.0398,-1,-0.94
-0.03978,-1,-0.98
-0.03976,-0.96,-0.98
-0.03974,-1.04,-0.94
-0.03972,-1,-0.98
-0.0397,-1,-0.98
-0.03968,-1,-0.98
-0.03966,-1.04,-0.94
-0.03964,-1,-0.94
-0.03962,-0.96,-0.98
-0.0396,-1,-0.9
-0.03958,-0.96,-0.9
-0.03956,-0.96,-0.9
-0.03954,-0.96,-0.86
-0.03952,-0.92,-0.86
-0.0395,-0.88,-0.82
-0.03948,-0.84,-0.78
-0.03946,-0.84,-0.74
-0.03944,-0.76,-0.7
-0.03942,-0.72,-0.66
-0.0394,-0.68,-0.62
-0.03938,-0.6,-0.54
-0.03936,-0.6,-0.54
-0.03934,-0.56,-0.5
-0.03932,-0.48,-0.42
-0.0393,-0.44,-0.38
-0.03928,-0.4,-0.34
-0.03926,-0.32,-0.26
-0.03924,-0.28,-0.22
-0.03922,-0.2,-0.18
-0.0392,-0.12,-0.06
-0.03918,-0.08,-0.02
-0.03916,0,0.06
-0.03914,0.04,0.06
-0.03912,0.08,0.14
-0.0391,0.16,0.18
-0.03908,0.24,0.26
-0.03906,0.24,0.34
-0.03904,0.28,0.38
-0.03902,0.36,0.42
-0.039,0.44,0.46
-0.03898,0.52,0.5
-0.03896,0.52,0.58
-0.03894,0.56,0.62
-0.03892,0.64,0.66
-0.0389,0.68,0.74
-0.03888,0.72,0.74
-0.03886,0.76,0.74
-0.03884,0.76,0.82
-0.03882,0.8,0.82
-0.0388,0.84,0.86
-0.03878,0.84,0.94
-0.03876,0.92,0.98
-0.03874,0.92,0.98
-0.03872,0.96,0.98
-0.0387,0.96,0.98
-0.03868,0.96,1.02
-0.03866,1,1.02
-0.03864,1.04,1.02
-0.03862,0.96,1.02
-0.0386,1,1.02
-0.03858,0.96,1.02
-0.03856,1,1.02
-0.03854,0.96,0.98
-0.03852,1,0.94
-0.0385,0.96,0.98
-0.03848,0.92,0.94
-0.03846,0.92,0.94
-0.03844,0.88,0.9
-0.03842,0.88,0.9
-0.0384,0.8,0.82
-0.03838,0.8,0.78
-0.03836,0.76,0.74
-0.03834,0.68,0.74
-0.03832,0.68,0.66
-0.0383,0.6,0.58
-0.03828,0.56,0.54
-0.03826,0.52,0.5
-0.03824,0.48,0.46
-0.03822,0.44,0.42
-0.0382,0.36,0.34
-0.03818,0.28,0.26
-0.03816,0.24,0.26
-0.03814,0.16,0.18
-0.03812,0.12,0.14
-0.0381,0.08,0.06
-0.03808,0.04,0.02
-0.03806,0,-0.02
-0.03804,-0.08,-0.09999999
-0.03802,-0.16,-0.18
-0.038,-0.2,-0.22
-0.03798,-0.24,-0.26
-0.03796,-0.32,-0.34
-0.03794,-0.36,-0.38
-0.03792,-0.44,-0.42
-0.0379,-0.48,-0.5
-0.03788,-0.56,-0.58
-0.03786,-0.6,-0.58
-0.03784,-0.6,-0.62
-0.03782,-0.68,-0.66
-0.0378,-0.68,-0.7
-0.03778,-0.76,-0.78
-0.03776,-0.8,-0.82
-0.03774,-0.84,-0.82
-0.03772,-0.92,-0.86
-0.0377,-0.92,-0.86
-0.03768,-0.92,-0.9
-0.03766,-0.96,-0.9
-0.03764,-0.96,-0.94
-0.03762,-1,-0.94
-0.0376,-1,-0.94
-0.03758,-1,-0.94
-0.03756,-1,-0.98
-0.03754,-1.04,-1.02
-0.03752,-1,-0.94
-0.0375,-1.04,-0.98
-0.03748,-1.04,-0.94
-0.03746,-1,-0.94
-0.03744,-0.96,-0.9
-0.03742,-1,-0.9
-0.0374,-0.96,-0.9
-0.03738,-0.96,-0.9
-0.03736,-0.92,-0.86
-0.03734,-0.88,-0.82
-0.03732,-0.84,-0.78
-0.0373,-0.84,-0.78
-0.03728,-0.8,-0.74
-0.03726,-0.76,-0.7
-0.03724,-0.72,-0.62
-0.03722,-0.64,-0.62
-0.0372,-0.6,-0.58
-0.03718,-0.56,-0.5
-0.03716,-0.52,-0.46
-0.03714,-0.44,-0.42
-0.03712,-0.44,-0.38
-0.0371,-0.32,-0.3
-0.03708,-0.32,-0.22
-0.03706,-0.24,-0.18
-0.03704,-0.2,-0.09999999
-0.03702,-0.12,-0.06
-0.037,-0.04,-0.02
-0.03698,0,0.06
-0.03696,0.04,0.06
-0.03694,0.08,0.18
-0.03692,0.16,0.22
-0.0369,0.2,0.26
-0.03688,0.28,0.34
-0.03686,0.28,0.38
-0.03684,0.4,0.42
-0.03682,0.44,0.5
-0.0368,0.48,0.54
-0.03678,0.52,0.58
-0.03676,0.56,0.62
-0.03674,0.64,0.66
-0.03672,0.68,0.74
-0.0367,0.72,0.74
-0.03668,0.72,0.82
-0.03666,0.8,0.82
-0.03664,0.84,0.86
-0.03662,0.84,0.86
-0.0366,0.88,0.94
-0.03658,0.92,0.94
-0.03656,0.92,0.98
-0.03654,0.96,0.98
-0.03652,0.96,0.98
-0.0365,1,0.98
-0.03648,1,1.02
-0.03646,0.96,1.02
-0.03644,1,0.98
-0.03642,1,1.02
-0.0364,1,1.02
-0.03638,0.96,1.02
-0.03636,0.96,1.02
-0.03634,0.96,0.98
-0.03632,0.96,0.94
-0.0363,0.92,0.94
-0.03628,0.88,0.9
-0.03626,0.84,0.86
-0.03624,0.8,0.82
-0.03622,0.8,0.82
-0.0362,0.8,0.82
-0.03618,0.72,0.7
-0.03616,0.68,0.74
-0.03614,0.64,0.62
-0.03612,0.6,0.58
-0.0361,0.56,0.5
-0.03608,0.52,0.46
-0.03606,0.48,0.46
-0.03604,0.36,0.38
-0.03602,0.36,0.34
-0.036,0.28,0.26
-0.03598,0.24,0.26
-0.03596,0.16,0.18
-0.03594,0.16,0.14
-0.03592,0.08,0.06
-0.0359,0.04,-0.02
-0.03588,-0.08,-0.06
-0.03586,-0.12,-0.09999999
-0.03584,-0.2,-0.18
-0.03582,-0.24,-0.22
-0.0358,-0.28,-0.3
-0.03578,-0.32,-0.34
-0.03576,-0.36,-0.38
-0.03574,-0.44,-0.42
-0.03572,-0.48,-0.5
-0.0357,-0.52,-0.54
-0.03568,-0.6,-0.62
-0.03566,-0.6,-0.66
-0.03564,-0.68,-0.74
-0.03562,-0.72,-0.74
-0.0356,-0.76,-0.78
-0.03558,-0.8,-0.82
-0.03556,-0.84,-0.82
-0.03554,-0.88,-0.86
-0.03552,-0.92,-0.9
-0.0355,-0.92,-0.9
-0.03548,-0.92,-0.94
-0.03546,-0.96,-0.94
-0.03544,-1,-0.94
-0.03542,-1,-0.94
-0.0354,-1,-0.98
-0.03538,-1.04,-0.98
-0.03536,-1,-0.98
-0.03534,-1,-0.94
-0.03532,-1,-0.98
-0.0353,-1,-0.94
-0.03528,-1,-0.9
-0.03526,-1,-0.9
-0.03524,-0.96,-0.94
-0.03522,-0.96,-0.9
-0.0352,-0.92,-0.86
-0.03518,-0.88,-0.86
-0.03516,-0.88,-0.82
-0.03514,-0.84,-0.74
-0.03512,-0.8,-0.78
-0.0351,-0.76,-0.74
-0.03508,-0.72,-0.7
-0.03506,-0.68,-0.7
-0.03504,-0.64,-0.62
-0.03502,-0.6,-0.54
-0.035,-0.6,-0.5
-0.03498,-0.52,-0.42
-0.03496,-0.44,-0.38
-0.03494,-0.36,-0.34
-0.03492,-0.36,-0.26
-0.0349,-0.28,-0.22
-0.03488,-0.2,-0.18
-0.03486,-0.2,-0.09999999
-0.03484,-0.12,-0.09999999
-0.03482,-0.08,-0.02
-0.0348,0.04,0.06
-0.03478,0.04,0.14
-0.03476,0.12,0.22
-0.03474,0.16,0.22
-0.03472,0.24,0.3
-0.0347,0.28,0.38
-0.03468,0.36,0.42
-0.03466,0.4,0.46
-0.03464,0.44,0.5
-0.03462,0.56,0.58
-0.0346,0.56,0.58
-0.03458,0.64,0.62
-0.03456,0.64,0.74
-0.03454,0.68,0.74
-0.03452,0.76,0.82
-0.0345,0.72,0.82
-0.03448,0.8,0.82
-0.03446,0.84,0.9
-0.03444,0.88,0.9
-0.03442,0.88,0.94
-0.0344,0.92,0.94
-0.03438,0.92,0.98
-0.03436,0.96,0.98
-0.03434,0.96,1.02
-0.03432,1,0.98
-0.0343,0.96,1.02
-0.03428,0.96,1.02
-0.03426,0.96,1.02
-0.03424,0.96,1.02
-0.03422,1,1.02
-0.0342,0.96,1.02
-0.03418,1,0.98
-0.03416,0.96,0.94
-0.03414,0.92,0.9
-0.03412,0.92,0.94
-0.0341,0.88,0.9
-0.03408,0.84,0.86
-0.03406,0.8,0.82
-0.03404,0.84,0.78
-0.03402,0.76,0.74
-0.034,0.72,0.74
-0.03398,0.68,0.66
-0.03396,0.64,0.62
-0.03394,0.6,0.58
-0.03392,0.52,0.54
-0.0339,0.52,0.46
-0.03388,0.44,0.42
-0.03386,0.4,0.38
-0.03384,0.36,0.3
-0.03382,0.28,0.3
-0.0338,0.2,0.18
-0.03378,0.16,0.14
-0.03376,0.08,0.09999999
-0.03374,0.04,0.06
-0.03372,0,-0.02
-0.0337,-0.04,-0.06
-0.03368,-0.12,-0.14
-0.03366,-0.16,-0.22
-0.03364,-0.24,-0.26
-0.03362,-0.28,-0.3
-0.0336,-0.36,-0.38
-0.03358,-0.36,-0.38
-0.03356,-0.48,-0.46
-0.03354,-0.48,-0.54
-0.03352,-0.56,-0.58
-0.0335,-0.6,-0.62
-0.03348,-0.64,-0.66
-0.03346,-0.72,-0.74
-0.03344,-0.76,-0.74
-0.03342,-0.76,-0.78
-0.0334,-0.84,-0.82
-0.03338,-0.84,-0.86
-0.03336,-0.92,-0.86
-0.03334,-0.92,-0.86
-0.03332,-0.96,-0.94
-0.0333,-0.96,-0.94
-0.03328,-1,-0.94
-0.03326,-0.96,-0.94
-0.03324,-1,-0.94
-0.03322,-1.04,-0.98
-0.0332,-1,-0.94
-0.03318,-1,-0.98
-0.03316,-1,-0.98
-0.03314,-1.04,-0.98
-0.03312,-1.04,-0.94
-0.0331,-1,-0.94
-0.03308,-1,-0.98
-0.03306,-0.96,-0.86
-0.03304,-0.92,-0.9
-0.03302,-0.92,-0.86
-0.033,-0.88,-0.86
-0.03298,-0.84,-0.86
-0.03296,-0.84,-0.78
-0.03294,-0.8,-0.74
-0.03292,-0.76,-0.7
-0.0329,-0.72,-0.66
-0.03288,-0.68,-0.66
-0.03286,-0.64,-0.58
-0.03284,-0.6,-0.54
-0.03282,-0.56,-0.46
-0.0328,-0.48,-0.42
-0.03278,-0.44,-0.34
-0.03276,-0.4,-0.34
-0.03274,-0.28,-0.26
-0.03272,-0.24,-0.22
-0.0327,-0.2,-0.14
-0.03268,-0.16,-0.06
-0.03266,-0.08,-0.02
-0.03264,-0.04,0.02
-0.03262,0,0.06
-0.0326,0.08,0.14
-0.03258,0.16,0.18
-0.03256,0.2,0.26
-0.03254,0.24,0.34
-0.03252,0.28,0.38
-0.0325,0.36,0.42
-0.03248,0.44,0.46
-0.03246,0.48,0.5
-0.03244,0.52,0.54
-0.03242,0.56,0.62
-0.0324,0.6,0.66
-0.03238,0.68,0.7
-0.03236,0.72,0.74
-0.03234,0.72,0.82
-0.03232,0.8,0.78
-0.0323,0.8,0.86
-0.03228,0.84,0.86
-0.03226,0.92,0.94
-0.03224,0.92,0.94
-0.03222,0.92,0.94
-0.0322,0.96,0.98
-0.03218,0.96,0.98
-0.03216,0.96,1.02
-0.03214,1,0.98
-0.03212,1,1.02
-0.0321,1,0.94
-0.03208,1,1.02
-0.03206,0.96,1.02
-0.03204,1,1.02
-0.03202,0.96,0.98
-0.032,0.96,0.98
-0.03198,0.96,0.98
-0.03196,0.96,0.94
-0.03194,0.92,0.94
-0.03192,0.84,0.86
-0.0319,0.84,0.86
-0.03188,0.8,0.82
-0.03186,0.8,0.78
-0.03184,0.76,0.74
-0.03182,0.68,0.74
-0.0318,0.64,0.66
-0.03178,0.6,0.58
-0.03176,0.56,0.54
-0.03174,0.48,0.54
-0.03172,0.52,0.46
-0.0317,0.4,0.42
-0.03168,0.4,0.38
